,id,review,label,pred_multiple,terms
192,193,the people that work there are always so friendly you forget you are in new york sometimes.,SERVICE,VALUE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|VALUE,p|e|o|p|l|e|||y|o|r|k
193,194,the pizza is yummy and i like the atmoshpere.,FOOD|AMBIENCE,FOOD,pizza
194,195,but the pizza is way to expensive.,VALUE,FOOD,pizza
195,196,i went there for lunch and the lunch was not as good as i expected from the reviews i read.,FOOD,VALUE,good
196,197,sauce was watery and the food didn't have much flavor.,FOOD|FOOD,FOOD,food
197,198,the waitress was very patient with us and the food is phenomenal!,SERVICE|FOOD,FOOD,food
198,199,"service was prompt, friendly and great.",SERVICE,SERVICE|SERVICE,great|service
199,200,horrible pizza and bad service.,FOOD|SERVICE,FOOD|SERVICE,pizza|service
200,201,"there was a small wait, but shorter than i expected.",SERVICE,VALUE|VALUE|VALUE|AMBIENCE,w|a|i|t
201,202,this is the best sushi in new york city - hands down.,FOOD,FOOD,best
202,203,the place is small and cramped but the food is fantastic.,AMBIENCE|FOOD,AMBIENCE|FOOD,place|food
203,204,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",AMBIENCE,AMBIENCE|VALUE|VALUE,atmosphere|great|price
204,206,first went here to enjoy their garden terrace.,AMBIENCE,AMBIENCE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE,g|a|r|d|e|n|||t|e|r|r|a|c|e
205,207,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",FOOD|SERVICE,FOOD|SERVICE,food|service
206,208,"the steak tartare is a great bet, they fix it for you at the table.",FOOD,AMBIENCE,great
207,209,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,n|i|g|h|t|s|||r|e|s|t|a|u|r|a|n|t|||k|i|t|c|h|e|n|||p|a|r|t|||c|h|a|r|m
208,210,"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.",AMBIENCE|FOOD,FOOD|FOOD|FOOD,best|good|food
209,211,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD|FOOD,FOOD|FOOD|FOOD,best|pizza|pizza
210,212,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",AMBIENCE|FOOD,AMBIENCE|AMBIENCE|FOOD,great|great|food
211,213,i'd highly recommend it for a special occasion and it provides and intimate setting and nice service.,AMBIENCE|SERVICE,AMBIENCE|SERVICE,high|service
212,214,"moules were excellent, lobster ravioli was very salty!",FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,m|o|u|l|e|s|||l|o|b|s|t|e|r|||r|a|v|i|o|l|i
213,215,"took my mom for mother's day, and the maitre d' was pretty rude.",SERVICE,FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|VALUE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD,m|o|m|||m|o|t|h|e|r|||d|a|y
214,216,tiny dessert was $8.00...just plain overpriced for what it is.,FOOD|FOOD|VALUE,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE,d|e|s|s|e|r|t
215,217,downstairs lounge is always a good attraction,AMBIENCE,AMBIENCE,good
216,218,"raga's is a romantic, cozy restaurant.",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,r|a|g|a|||r|e|s|t|a|u|r|a|n|t
217,219,the exotic food is beautifully presented and is a delight in delicious combinations.,FOOD|FOOD,FOOD|FOOD,delicious|food
218,220,the staff is incredibly helpful and attentive.,SERVICE,SERVICE|AMBIENCE|SERVICE|SERVICE|SERVICE,s|t|a|f|f
219,221,i loved everythig about it-especially the shows and actors.,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|VALUE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|VALUE|VALUE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|VALUE|VALUE,e|v|e|r|y|t|h|i|g|||s|h|o|w|s|||a|c|t|o|r|s
220,222,our server was very helpful and friendly.,SERVICE,SERVICE|SERVICE|SERVICE|SERVICE|SERVICE|SERVICE,s|e|r|v|e|r
221,223,the food was bad.,FOOD,FOOD,food
222,224,the tuna and wasabe potatoes are bad.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,t|u|n|a|||w|a|s|a|b|e|||p|o|t|a|t|o|e|s
223,225,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE,AMBIENCE,atmosphere
224,226,service was prompt and courteous.,SERVICE,SERVICE,service
225,227,"bad service, bad food.",SERVICE|FOOD,FOOD|SERVICE,food|service
226,228,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD|FOOD,FOOD|FOOD|FOOD,delicious|pizza|pizza
227,229,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,c|o|m|p|l|a|i|n|t|s|||a|p|p|e|t|i|z|e|r|||s|e|l|e|c|t|i|o|n|||m|o|z|z|a|r|e|l|l|a|||m|e|n|u
228,230,wait staff is blantently unappreciative of your business but its the best pie on the uws!,SERVICE|FOOD,VALUE,best
229,231,by far the worst salad i have had in a fast food restaurant.,FOOD,FOOD,food
230,232,fine dining restaurant quality.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|SERVICE|FOOD|FOOD|SERVICE|FOOD|FOOD|SERVICE,d|i|n|i|n|g|||r|e|s|t|a|u|r|a|n|t|||q|u|a|l|i|t|y
231,233,"the chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD|FOOD|FOOD|SERVICE,SERVICE,service
232,234,the staff is no nonsense.,SERVICE,SERVICE|VALUE|SERVICE|SERVICE|SERVICE|VALUE|VALUE|VALUE|VALUE|VALUE|SERVICE|VALUE|VALUE|SERVICE|VALUE,s|t|a|f|f|||n|o|n|s|e|n|s|e
233,235,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,FOOD,VALUE|VALUE|VALUE|FOOD|VALUE|VALUE|VALUE|FOOD|AMBIENCE|FOOD|VALUE|FOOD|AMBIENCE,w|h|i|l|e|||b|a|g|e|l|s
234,236,"service was very good - prompt, attentive and non-intrusive.",SERVICE,VALUE|SERVICE,good|service
235,237,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD|FOOD,FOOD|FOOD,good|food
236,238,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE|AMBIENCE,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,d|e|c|o|u|r|||h|a|l|l|||r|e|s|t|a|u|r|a|n|t|||v|o|i|c|e|s|||c|o|n|v|e|r|s|a|t|i|o|n
237,239,"seating is always prompt, though the restaurant does fill up in the evening.",SERVICE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,s|e|a|t|i|n|g|||r|e|s|t|a|u|r|a|n|t|||e|v|e|n|i|n|g
238,240,"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.",FOOD|FOOD,FOOD|FOOD,good|food
239,241,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE|AMBIENCE,AMBIENCE,great
240,242,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",AMBIENCE|AMBIENCE,AMBIENCE,atmosphere
241,243,it's simply the best meal in nyc.,FOOD,VALUE,best
242,244,the food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD|FOOD,FOOD|FOOD|FOOD,delicious|food|food
243,245,the server was really cool and served us our food and drinks with a smile.,SERVICE,FOOD,food
244,246,the place's decor and hidden bathrooms made for a good laugh.,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,place|good
245,247,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",FOOD|FOOD|FOOD,FOOD|FOOD,delicious|food
246,248,the entertainment was great they have shows that go on through out the dinner.,AMBIENCE,VALUE,great
247,249,the bagel was small.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,b|a|g|e|l
248,250,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD,VALUE|VALUE|VALUE|VALUE|FOOD|VALUE|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|FOOD,w|o|r|k|e|r|s|||b|a|g|e|l|||c|r|e|a|m|||c|h|e|e|s|e
249,251,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,FOOD|SERVICE,FOOD|SERVICE,food|service
250,252,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD|FOOD,FOOD,high
251,253,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD|FOOD|FOOD,FOOD,pizza
252,254,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",FOOD|AMBIENCE|SERVICE,FOOD|FOOD|SERVICE,food|high|service
253,255,the staff is absolutely professional!!,SERVICE,SERVICE|VALUE|SERVICE|SERVICE|SERVICE,s|t|a|f|f
254,256,my chow fun and chow see was really bland and oily.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD,c|h|o|w|||f|u|n|||c|h|o|w|||o|i|l|y
255,258,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD|FOOD|FOOD,AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|VALUE|FOOD|FOOD,i|n|s|i|d|e|||s|u|s|h|i|||a|v|e|r|a|g|e|||t|u|n|a|||r|o|l|l|s|||f|l|a|v|o|r
256,259,their pad penang is delicious and everything else is fantastic.,FOOD,FOOD,delicious
257,260,the price is reasonable although the service is poor.,SERVICE,VALUE|SERVICE,price|service
258,261,"the salads are delicious, both refreshing and very spicy.",FOOD,FOOD,delicious
259,262,we had pam's special fried fish and it was amazing.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,p|a|m|||f|i|s|h
260,263,"great vibe, lots of people.",AMBIENCE,AMBIENCE,great
261,264,"i didn't complain, i liked the atmosphere so much.",AMBIENCE,AMBIENCE,atmosphere
262,265,"ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE,AMBIENCE,good
263,266,salads were bad.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,s|a|l|a|d|s
264,267,although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD,VALUE,great
265,268,ingredients are organic which is a real plus for me.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,i|n|g|r|e|d|i|e|n|t|s
266,269,"this is some really good, inexpensive sushi.",FOOD|VALUE,FOOD,good
267,270,the spicy tuna roll is huge and probably the best that i've had at this price range.,FOOD|FOOD|VALUE,VALUE|VALUE,price|best
268,271,the yellowtail was particularly good as well.,FOOD,FOOD,good
269,272,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD|VALUE,FOOD,food
270,273,"they have it all -- great price, food, and service.",FOOD|SERVICE,VALUE|VALUE|FOOD|SERVICE,great|price|food|service
271,274,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,AMBIENCE|SERVICE,AMBIENCE,atmosphere
272,275,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",VALUE|VALUE|VALUE,VALUE,price
273,276,the takeout is great too since they give high quality tupperware as well.,SERVICE,FOOD|FOOD,great|high
274,277,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,c|a|e|s|a|r|||s|a|l|a|d|||w|i|f|e|||a|r|u|g|u|l|a|||g|o|a|t|||c|h|e|e|s|e
275,278,we both opted for a pasta dish and pasta dish were served timely and fresh.,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|FOOD|FOOD|FOOD,p|a|s|t|a|||d|i|s|h|||p|a|s|t|a|||d|i|s|h
276,279,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",SERVICE|FOOD|AMBIENCE,FOOD|AMBIENCE|FOOD,delicious|place|food
277,280,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,SERVICE,VALUE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|VALUE|AMBIENCE|SERVICE|VALUE|VALUE,v|i|s|i|t|||m|a|n|a|g|e|r
278,282,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",FOOD|SERVICE|SERVICE|FOOD,VALUE|VALUE|FOOD|SERVICE|SERVICE,good|good|food|service|service
279,283,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,FOOD|FOOD|AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|place
280,284,right off the l in brooklyn this is a nice cozy place with good pizza.,FOOD|AMBIENCE,AMBIENCE|FOOD|FOOD,place|good|pizza
281,285,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD,FOOD,delicious
282,286,my friend got the mushroom pizza which tasted better.,FOOD,FOOD,pizza
283,287,"service was slow, but the people were friendly.",SERVICE|SERVICE,SERVICE,service
284,288,it's a nice place to relax and have conversation.,AMBIENCE,AMBIENCE,place
285,289,the food is authentic italian - delicious!,FOOD,FOOD|FOOD,delicious|food
286,290,"pizza is terrific, as is homemade pasta.",FOOD|FOOD,FOOD,pizza
287,291,"ambience is delightful, service impeccable.",AMBIENCE|SERVICE,SERVICE,service
288,292,i'm still mad that i had to pay for lousy food.,FOOD,FOOD,food
289,293,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD|FOOD,AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD,h|a|n|g|e|r|||s|t|e|a|k|||r|u|b|b|e|r|||t|u|n|a
290,294,service was also horrible and the ambience is not that great.,SERVICE|AMBIENCE,AMBIENCE|SERVICE,great|service
291,295,this is my first time writing a review for a restaurant because the food and service was excellent.,FOOD|SERVICE,FOOD|SERVICE,food|service
292,296,the filet mignon dish was superb!,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,m|i|g|n|o|n|||d|i|s|h
293,297,"i like the ambience, it's very dark and original.",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|VALUE,a|m|b|i|e|n|c|e
294,298,the sushi is amazing!!!,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,s|u|s|h|i
295,299,very affordable and excellent ambience!,AMBIENCE,VALUE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,a|m|b|i|e|n|c|e
296,300,we won't go to this place again for a good meal.,FOOD,AMBIENCE|FOOD,place|good
297,301,"however, i think this place is a good hang out spot.",AMBIENCE,AMBIENCE|AMBIENCE,place|good
298,302,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,FOOD|FOOD|SERVICE|AMBIENCE,AMBIENCE|FOOD|SERVICE,place|pizza|service
299,303,it is one the nicest outdoor restaurants i have ever seen in ny--i am from italy and this place rivals the ones in my country.,AMBIENCE,AMBIENCE,place
300,304,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",AMBIENCE,AMBIENCE,place
301,306,somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,SERVICE,service
302,307,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,m|e|a|l|s|||b|l|a|n|d|||r|o|s|e|m|a|r|y|||o|r|a|n|g|e|||f|l|a|v|o|r|i|n|g
303,308,fish was overdone.,FOOD,FOOD|FOOD|FOOD|FOOD,f|i|s|h
304,309,someone else recommended the dessert - we also left that.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,s|o|m|e|o|n|e|||d|e|s|s|e|r|t
305,310,i've never had bad service and the fish is fresh and delicious.,SERVICE|FOOD,FOOD|SERVICE,delicious|service
306,311,their tuna tartar appetizer is to die for.,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,t|u|n|a|||t|a|r|t|a|r|||a|p|p|e|t|i|z|e|r
307,312,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",FOOD,FOOD,pizza
308,313,the place is so cool and the service is prompt and curtious.,SERVICE|AMBIENCE,AMBIENCE|SERVICE,place|service
309,314,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,FOOD|SERVICE|AMBIENCE,AMBIENCE|FOOD|FOOD|FOOD|SERVICE,atmosphere|great|great|food|service
310,315,no gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD,FOOD,food
311,316,the dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,d|i|n|i|n|g|||r|o|o|m|||m|u|s|i|c
312,317,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE|SERVICE,SERVICE,service
313,318,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",FOOD|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,r|o|o|m|||y|o|r|k|e|r|s|||m|e|a|l|||r|e|s|t|a|u|r|a|n|t|||c|l|u|b|h|o|u|s|e
314,319,the view is breathtaking the service is top notch... the ambiance is wonderfull.,AMBIENCE|SERVICE|AMBIENCE,SERVICE,service
315,320,the staff offers impeccable service.,SERVICE,SERVICE,service
316,321,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,FOOD|FOOD,FOOD,good
317,322,my boyfriend had prime rib it was good .,FOOD,FOOD,good
318,323,my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,FOOD,FOOD,food
319,324,if you like spicy food get the chicken vindaloo.,FOOD,FOOD,food
320,325,go to volare for 1st class service and terrific food.,SERVICE|FOOD,FOOD|SERVICE,food|service
321,326,the portions are large and the servers always surprise us with a different starter.,FOOD,VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE,p|o|r|t|i|o|n|s|||s|e|r|v|e|r|s
322,327,the food is amazing... especially if you get the chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD|FOOD|FOOD,FOOD,food
323,328,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,VALUE|FOOD|VALUE,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,great|price|price|good|food|food|food|food|food
324,330,the menu is very limited - i think we counted 4 or 5 entrees.,FOOD,FOOD|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD,m|e|n|u|||e|n|t|r|e|e|s
325,331,"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,b|r|a|n|z|i|n|o|||b|o|n|e
326,332,this place is so much fun.,AMBIENCE,AMBIENCE,place
327,333,our family never expected such incredible entertainment in a restaurant.,AMBIENCE,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|VALUE|AMBIENCE|VALUE|FOOD|FOOD|VALUE|FOOD|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|FOOD|VALUE|FOOD|AMBIENCE|AMBIENCE|FOOD|VALUE|VALUE,f|a|m|i|l|y|||e|n|t|e|r|t|a|i|n|m|e|n|t|||r|e|s|t|a|u|r|a|n|t
328,334,our food was great too!,FOOD,FOOD|FOOD,great|food
329,335,and really large portions.,FOOD,SERVICE|SERVICE|VALUE|SERVICE|SERVICE|SERVICE|AMBIENCE|SERVICE,p|o|r|t|i|o|n|s
330,336,the staff was the friendliest that have seen in new york.,SERVICE,SERVICE|AMBIENCE|SERVICE|SERVICE|SERVICE|AMBIENCE|AMBIENCE|SERVICE|SERVICE|FOOD|SERVICE,s|t|a|f|f|||y|o|r|k
331,337,the food was pretty tradional but it was hot and good with large portions.,FOOD|FOOD,FOOD|FOOD,good|food
332,338,the place is a lot of fun.,AMBIENCE,AMBIENCE,place
333,339,the characters really make for an enjoyable experience.,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|SERVICE|SERVICE|AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,c|h|a|r|a|c|t|e|r|s|||e|x|p|e|r|i|e|n|c|e
334,340,service was slow had to wait to order and get food although not crowded.,SERVICE,FOOD|SERVICE,food|service
335,341,great pizza for lunch place.,FOOD,FOOD|SERVICE|FOOD,great|place|pizza
336,342,service was quick.,SERVICE,SERVICE,service
337,343,the pizza was great.,FOOD,VALUE|FOOD,great|pizza
338,344,delivery is fast too.,SERVICE,SERVICE|SERVICE|SERVICE|SERVICE|SERVICE|SERVICE|SERVICE|SERVICE,d|e|l|i|v|e|r|y
