,id,review,target,label,predict,terms
332,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"owner,staff,ambiance",AMBIENCE,PRICES|SERVICE|AMBIENCE,owner|staff|ambiance
333,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","menu,NULL,NULL","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,menu|everything|perfection|ultra|work|food|art
334,1486041:4,Taxan delicious!,Taxan,FOOD,AMBIENCE,taxan
335,1490757:2,The prices were CHEAP compared to the quality of service and food.,"NULL,service,food","PRICES,SERVICE,FOOD",PRICES|PRICES|SERVICE|FOOD,prices|quality|service|food
336,1496205:1,The location and ambience is Ok but the food is what makes up for it.,"location,ambience,food","AMBIENCE,AMBIENCE,FOOD",AMBIENCE|AMBIENCE|FOOD,location|ambience|food
337,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,,FOOD,AMBIENCE|FOOD|FOOD|FOOD,lot|variety|people|vegetarian
338,1496205:3,Try green curry with vegetables.,green curry with vegetables,FOOD,FOOD|FOOD,curry|vegetables
339,1496205:4,"The quantity is also very good, you will come out satisfied.",,FOOD,PRICES,quantity
340,1496205:5,"The service is ok, some of the people didn't get what they asked for.",service,SERVICE,SERVICE|SERVICE,service|people
341,1496707:1,I had the best ravioli ever.,ravioli,FOOD,FOOD,ravioli
342,1496707:2,The wine the service was very good too.,"wine,service","FOOD,SERVICE",FOOD|SERVICE,wine|service
343,1496707:3,Moderate prices.,,PRICES,PRICES,prices
344,1496707:4,A little noise but I think that was because of our party!,,AMBIENCE,AMBIENCE|PRICES,noise|party
345,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"trattoria,trattoria",AMBIENCE,FOOD|AMBIENCE|FOOD|FOOD,trattoria|top|restaurant|list
346,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","food,dishes,specials,regular menu-fare","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,food|specials|menu-fare|dishes|disappointment
347,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","parmesean porcini souffle,lamb glazed with balsamic vinegar","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,porcini|souffle|lamb|vinegar|bite
348,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","candle-light,food,service,tables","AMBIENCE,FOOD,SERVICE,AMBIENCE",SERVICE|FOOD|FOOD|SERVICE,tables|candle-light|food-quality|service
349,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","food,wine,food,wine","FOOD,FOOD,PRICES,PRICES",AMBIENCE|FOOD|FOOD|FOOD|FOOD|PRICES,secret|years|food|wine|gods|prices
350,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.","marinara/arrabiatta sauce,mozzarella en Carozza,NULL","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,marinara/arrabiatta|sauce|mozzarella|mmmmmmmm
351,1506491:2,Check out the secret back room.,back room,AMBIENCE,AMBIENCE|AMBIENCE,secret|room
352,1538149:0,"I found the food, service and value exceptional everytime I have been there.","food,service,NULL","FOOD,SERVICE,PRICES",FOOD|SERVICE|PRICES|SERVICE,food|service|value|everytime
353,1538149:1,The food was authentic.,food,FOOD,FOOD,food
354,1538149:2,I felt as though I were eating in Paris.,,FOOD,,
355,1538149:3,The service was excellent - friendly and attentive.,service,SERVICE,SERVICE,service
356,1538149:4,The prices are wonderfully low.,,PRICES,PRICES,prices
357,1538149:5,Very good wine choices.,wine choices,FOOD,FOOD|FOOD,wine|choices
358,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,pizza,FOOD,SERVICE|FOOD|FOOD,room|cheesesticks|pizza
359,1543345:2,Get the pepperoni - YUM - and a family style salad.,"pepperoni,family style salad","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,pepperoni|family|style|salad
360,1543345:3,Great staff.,staff,SERVICE,SERVICE,staff
361,1543345:4,Always great service!,service,SERVICE,PRICES,service
362,1561259:0,"The food is good, I can't lie.",food,FOOD,FOOD,food
363,1561259:1,But the staff was so horrible to us.,staff,SERVICE,SERVICE,staff
364,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"hostess,waitress","SERVICE,SERVICE",SERVICE|SERVICE|FOOD,hostess|waitress|everything
365,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE,FOOD|SERVICE|PRICES|PRICES|AMBIENCE,dessert|waitress|bill|chance|order
366,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","place,food,service","PRICES,FOOD,SERVICE",AMBIENCE|FOOD|SERVICE|FOOD|PRICES,place|food|service|quater|price
367,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"dishes,dishes","FOOD,PRICES",FOOD|FOOD,week|dishes
368,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","vegetarian dishes,non-veg selections","FOOD,FOOD",FOOD|FOOD,dishes|selections
369,1572033:1,Decor is nice though service can be spotty.,"Decor,service","AMBIENCE,SERVICE",AMBIENCE|SERVICE,decor|service
370,1572033:4,"Most importantly, food is excellent.",food,FOOD,FOOD,food
371,1572033:5,Try the sea bass.,sea bass,FOOD,FOOD|FOOD,sea|bass
372,1573534:0,First of all Dal Bukhara Rocks.,Dal Bukhara,FOOD,,
373,1573534:3,I am happy i did the food was awsome.,food,FOOD,FOOD,food
374,1573534:4,JUST AWSOME.,,FOOD,,
375,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,"kababs,Dal Bukhara","FOOD,FOOD",FOOD,kababs
376,1577714:2,The fish was not fresh and the rice tasted old and stale.,"fish,rice","FOOD,FOOD",FOOD|FOOD,fish|rice
377,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,FOOD,FOOD,sushi
378,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,sushi,FOOD,FOOD|FOOD|FOOD,sushi|husband|lives
379,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,FOOD,FOOD|PRICES,sushi|quality
380,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ","menu,ingredients,fish,rice","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,menu|ingredients|fish|rice
381,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ","soy sauce,rice","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,things|u|soy|sauce|sodium|rice|scallion|top|fish
382,1586174:6,the waitstaffs are nice though.,waitstaffs,SERVICE,SERVICE,waitstaffs
383,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,SERVICE,AMBIENCE|SERVICE,times|service
384,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,,SERVICE,FOOD|FOOD,glass|wine
385,1603698:4,Much of the time it seems like they do not care about you.,,SERVICE,AMBIENCE,time
386,1603698:5,"The dinner was ok, nothing I would have again.",dinner,FOOD,FOOD|FOOD,dinner|nothing
387,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,eggs|benedict|brunch|life|hollondaise|sauce
388,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"meal,room,NULL","FOOD,AMBIENCE,AMBIENCE",AMBIENCE|FOOD|AMBIENCE,theater|meal|room
389,1606837:2,The service was attentive.,service,SERVICE,SERVICE,service
390,1609375:1,"We love the food, drinks, and atmosphere!","food,drinks,atmosphere","FOOD,FOOD,AMBIENCE",FOOD|FOOD|AMBIENCE,food|drinks|atmosphere
391,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","svc,restaurant",SERVICE,SERVICE|AMBIENCE|FOOD|AMBIENCE|SERVICE|FOOD,svc|bit|times|esp|group|restaurant
392,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Pad Thai,NULL","FOOD,PRICES",AMBIENCE|PRICES,pad|prices
393,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","portions,food,NULL","FOOD,FOOD,PRICES",FOOD|FOOD,portions|food
394,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",,SERVICE,FOOD|FOOD|FOOD|FOOD|AMBIENCE,sandwich|forks|pita|hummus|platter
395,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","sandwiches,sandwiches","FOOD,PRICES",FOOD|FOOD|FOOD|FOOD,sandwiches|anything|chips|side
396,1611489:2,"Overall, not worth the money.","NULL,NULL",PRICES,PRICES,money
397,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","atmosphere,NULL",AMBIENCE,AMBIENCE|SERVICE|FOOD,atmosphere|desk|experience
398,1615322:2,They have authentic Indian at amazin prices.,"Indian,Indian","FOOD,PRICES",PRICES|PRICES,amazin|prices
399,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,FOOD,FOOD|FOOD|FOOD|FOOD,restaurant|no|meat|dishes
400,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,seats|wall|benches
401,1615322:5,It's a rather cramped and busy restaurant and it closes early.,"restaurant,restaurant",AMBIENCE,AMBIENCE,restaurant
402,1623276:0,Patroon features a nice cigar bar and has great staff.,"cigar bar,staff","AMBIENCE,SERVICE",AMBIENCE|FOOD|AMBIENCE|SERVICE,patroon|cigar|bar|staff
403,1623276:1,The food is tasty and portion sizes are appropriate.,"food,portion sizes","FOOD,FOOD",FOOD|FOOD|FOOD,food|portion|sizes
404,1626564:1,Food is excellent.,Food,FOOD,,
405,1626564:2,Fish is so very fresh.,Fish,FOOD,FOOD,fish
406,1626564:3,Waitstaff are very friendly.,Waitstaff,SERVICE,,
407,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,"seafood,Mermaid Inn",FOOD,FOOD|FOOD,restaurant|seafood
408,1632445:1,The menu is limited but almost all of the dishes are excellent.,"menu,dishes","FOOD,FOOD",FOOD|FOOD,menu|dishes
409,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,"lobster sandwich,spaghetti with Scallops and Shrimp","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,lobster|sandwich|spaghetti|scallops
410,1632445:3,The service is good and ambience is good for a date or group outing.,"service,ambience","SERVICE,AMBIENCE",SERVICE|AMBIENCE|AMBIENCE|PRICES|AMBIENCE,service|ambience|date|group|outing
411,1632445:4,The only fallback on this restaurant is the prices.,restaurant,PRICES,PRICES|AMBIENCE|PRICES,fallback|restaurant|prices
412,1632445:5,"Even though its good seafood, the prices are too high.","seafood,seafood","FOOD,PRICES",FOOD|PRICES,seafood|prices
413,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"lobster sandwich,lobster sandwich,lobster sandwich","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES,lobster|sandwich|price
414,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","food,halibut special,steak,service","FOOD,FOOD,FOOD,SERVICE",FOOD|FOOD|FOOD|FOOD|SERVICE,food|halibut|husband|steak|service
415,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE,FOOD|FOOD|SERVICE|SERVICE|FOOD|FOOD|FOOD|FOOD|AMBIENCE,dessert|candle|anyone|waiter|birthday|card|gift|occassion|sort
416,1632929:5,Truly the mark of an attentive waiter.,waiter,SERVICE,PRICES|SERVICE,mark|waiter
417,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,FOOD,AMBIENCE|SERVICE|FOOD,place|reviews|foods
418,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD,AMBIENCE|FOOD|FOOD,place|cooking|foods
419,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","jelly fish,drunken chicken,soupy dumplings,stir fry blue crab","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,jelly|fish|chicken|dumplings|fry|crab
420,1649025:2,The food is so cheap and the waiters are nice.,"food,waiters","PRICES,SERVICE",FOOD|SERVICE,food|waiters
421,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food,FOOD,FOOD|FOOD|FOOD,ino|years|food
422,1655504:1,Cheese plate is a varied delight and great bargain at $10.,"Cheese plate,Cheese plate,Cheese plate","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES,plate|delight|bargain
423,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","bruschettas,paninis,tramezzinis","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,selection|bruschettas|paninis|tramezzinis|palate
424,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,asparagus|truffle|oil|parmesan|bruschetta|winner
425,1655504:4,Wine list is extensive without being over-priced.,"Wine list,Wine list","FOOD,PRICES",FOOD|SERVICE,wine|list
426,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",specials,FOOD,FOOD,specials
427,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE,SERVICE|AMBIENCE,review|atmosphere
428,1655521:2,"The food was very good, a great deal, and the place its self was great.","food,food,place","FOOD,PRICES,AMBIENCE",FOOD|FOOD|AMBIENCE|FOOD,food|deal|place|self
429,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE,SERVICE|SERVICE|AMBIENCE,wait|staff|town
430,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","people,Cafe Noir",SERVICE,AMBIENCE|AMBIENCE|FOOD,dont|jsut|people
431,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE,SERVICE|SERVICE|SERVICE|SERVICE,service|everything|people|thing
432,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE,SERVICE,waitress
433,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE,FOOD|SERVICE|SERVICE|FOOD|SERVICE|FOOD|FOOD,dinner|manager|boyfriend|things|end|tips|thing
434,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE,SERVICE|FOOD|SERVICE,tip|model/waitress|manager
435,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","staff,Cafe Noir",SERVICE,SERVICE|AMBIENCE,staff|place
436,1661043:0,Pizza here is consistently good.,Pizza,FOOD,,
437,1661043:1,Salads are a delicious way to begin the meal.,Salads,FOOD,FOOD|FOOD|FOOD,salads|way|meal
438,1661043:2,You should pass on the calamari.,calamari,FOOD,FOOD,calamari
439,1661043:3,It is thick and slightly soggy.,,FOOD,,
440,1661043:4,Decor is charming.,Decor,AMBIENCE,AMBIENCE,decor
441,1661043:5,Service is average.,Service,SERVICE,,
442,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","ambience,NULL,food","AMBIENCE,PRICES,FOOD",AMBIENCE|FOOD|PRICES|FOOD|PRICES|FOOD,ambience|fun|prices|top|fact|food
443,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",,SERVICE,SERVICE|SERVICE|PRICES|AMBIENCE,line|minutes|price|place
444,1661757:4,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,FOOD,PRICES|FOOD,sea|cuisine
445,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE,FOOD|SERVICE|SERVICE|FOOD|FOOD,weeks|customer|service|experience|restaurant
446,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE,FOOD|SERVICE|SERVICE|FOOD|AMBIENCE,gentleman|manager|table|smile|order
447,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",,SERVICE,FOOD|FOOD|FOOD|AMBIENCE|FOOD,dish|comparison|restaurants|place|things
448,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",,SERVICE,AMBIENCE|PRICES|PRICES,place|need|customers
449,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.","atmosphere,dishes,service","AMBIENCE,FOOD,SERVICE",AMBIENCE|FOOD|SERVICE,atmosphere|dishes|service
450,1663111:5,The wine list is also really nice.,wine list,FOOD,FOOD|SERVICE,wine|list
451,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.","NULL,food,drinks,staff,mileau","FOOD,FOOD,SERVICE,AMBIENCE",FOOD|FOOD|FOOD|SERVICE|FOOD,everything|food|drinks|staff|mileau
452,1671113:1,The food is great and reasonably priced.,"food,food","FOOD,PRICES",FOOD,food
453,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE,FOOD|FOOD|SERVICE|AMBIENCE,reservations|times|hostess|name
454,1671113:3,"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE,FOOD|SERVICE|FOOD,weather|snag|table
455,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","staff,staff,unisex bathroom","SERVICE,SERVICE,AMBIENCE",SERVICE|AMBIENCE,staff|bathroom
456,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","caviar,waitstaff","FOOD,SERVICE",FOOD|SERVICE|FOOD|FOOD,caviar|waitstaff|royalty|second
457,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE,SERVICE|AMBIENCE|AMBIENCE|SERVICE,patrons|closing|time|waitstaff
458,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"caviar,service","FOOD,SERVICE",SERVICE|FOOD|FOOD|SERVICE,anyone|grade|caviar|service
459,1702257:1,Fresh ingredients and everything is made to order.,"ingredients,NULL","FOOD,FOOD",FOOD|FOOD|PRICES,ingredients|everything|order
460,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE,SERVICE|FOOD|SERVICE,staff|meal|company
461,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.","food,salmon dish","FOOD,FOOD",FOOD|FOOD|FOOD,food|salmon|dish
462,1706644:2,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,FOOD,FOOD,world
463,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,friends|rice|dishes|day|sum
464,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","back patio,music","AMBIENCE,AMBIENCE",AMBIENCE|FOOD,patio|music
465,1707201:1,The food was good.,food,FOOD,FOOD,food
466,1707201:2,The place was nice and calm.,place,AMBIENCE,AMBIENCE,place
467,1707201:3,but the service was a bit slow.,service,SERVICE,SERVICE|AMBIENCE,service|bit
468,1707741:1,The buffet had a nice selection.,buffet,FOOD,FOOD|FOOD,buffet|selection
469,1707741:2,The food was average or above including some surprising tasty dishes.,"food,dishes","FOOD,FOOD",FOOD|FOOD,food|dishes
470,1707741:3,Service was also very good.,Service,SERVICE,,
471,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,"cheesecake,pastries","FOOD,FOOD",FOOD|FOOD|FOOD,piece|cheesecake|pastries
472,1710746:1,"I would recommend Roxy's for that, but not for their food.","food,NULL","FOOD,FOOD",FOOD,food
473,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,FOOD,FOOD|FOOD|FOOD,son|girlfriend|cheeseburgers
474,1710746:3,"But, they were too big for the bun.",,FOOD,FOOD,bun
475,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,FOOD,FOOD|FOOD|FOOD|FOOD,burgers|hands|mess|nt
476,1710746:5,Also they were $15 each!,,PRICES,,
477,1710746:6,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,FOOD,FOOD|FOOD|FOOD,pastrami|sandwich|roll
478,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,"NULL,NULL","PRICES,FOOD",FOOD|FOOD|FOOD,pound|pastrami-but|taste-i
479,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","food,place","FOOD,AMBIENCE",AMBIENCE|AMBIENCE|FOOD|FOOD,place|part|restaurant|food
480,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","food,spice","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,times|food|spicy|spice|flavor|dish
481,1713185:2,And the Tom Kha soup was pathetic.,Tom Kha soup,FOOD,FOOD,soup
482,1713185:3,If you want good authentic Thai this place is not the place to go.,Thai,FOOD,AMBIENCE|AMBIENCE,place|place
483,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,FOOD,FOOD|FOOD|FOOD|FOOD,lunch|couple|weeks|food
484,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","pesto pizza,spicy Italian cheese","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,pesto|pizza|pizza|amount|cheese
485,1718513:2,"Conveniently located too, being right on Bedford ave.",,AMBIENCE,,
486,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE,AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD,the|garden|area|herb|garden
487,1719567:0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,FOOD,FOOD|FOOD,lobster|sandwich
488,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","NULL,portion,french fries","FOOD,FOOD,FOOD",SERVICE|FOOD|FOOD,husband|portion|fries
489,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"scallops,sauce","FOOD,FOOD",FOOD|FOOD|FOOD,scallops|appetizer|sauce
490,1719567:4,We waited at the bar and had martinis that were just right.,martinis,FOOD,AMBIENCE|FOOD,bar|martinis
491,1723402:0,love the food.,food,FOOD,FOOD,food
492,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,FOOD,AMBIENCE|FOOD|FOOD,place|comfort|food
493,1723402:3,and you can't beat the prices.,,PRICES,PRICES,prices
494,1723658:1,"Great food, good size menu, great service and an unpretensious setting.","food,menu,service,setting","FOOD,FOOD,SERVICE,AMBIENCE",FOOD|FOOD|FOOD|SERVICE|AMBIENCE,food|size|menu|service|setting
495,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","dishes,lamb sausages,sardines with biscuits,large whole shrimp,pistachio ice cream","FOOD,FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,dishes|lamb|sausages|sardines|biscuits|shrimp|pistachio|ice|cream
496,1726001:1,"The freshest, best variety, and the fastest delivery.","NULL,NULL,delivery","FOOD,FOOD,SERVICE",AMBIENCE|PRICES,variety|delivery
497,1726001:2,Also very inexpensive.,,PRICES,,
498,1726001:3,A great choice at any cost and a great deal.,"NULL,NULL",PRICES,PRICES|PRICES|PRICES,choice|cost|deal
499,1726427:0,The service was excellent and the food was delicious.,"service,food","SERVICE,FOOD",SERVICE|FOOD,service|food
500,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","sushi,ceviche mix (special),crab dumplings,assorted sashimi,sushi,rolls,sake,banana tempura","FOOD,FOOD,FOOD,FOOD,FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,sushi|choice|ceviche|mix|crab|dumplings|sashimi|sushi|rolls|types|sake|banana|tempura
501,1726473:0,"Average to good Thai food, but terrible delivery.","Thai food,delivery","FOOD,SERVICE",FOOD|FOOD,food|delivery
502,1726473:1,I've waited over one hour for food.,,SERVICE,SERVICE|FOOD,hour|food
503,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,,SERVICE,FOOD|FOOD,food|rice
504,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.","food,NULL","FOOD,SERVICE",FOOD|FOOD,food|minutes
505,1727363:1,This is a wonderful place on all stand points especially value ofr money.,"place,place",PRICES,AMBIENCE|PRICES|PRICES|PRICES|PRICES,place|points|value|ofr|money
506,1727363:2,An excellent service,service,SERVICE,SERVICE,service
507,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,SERVICE,SERVICE,waiter
508,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,"NULL,dishes","SERVICE,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,drinks|lot|dishes|nothing|food
509,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,FOOD,FOOD|FOOD|FOOD,food|variety|plates
510,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),FOOD,AMBIENCE|FOOD|SERVICE,experience|dessert|waiter
511,1730014:1,"Service here was great, food was fantastic.","Service,food","SERVICE,FOOD",FOOD,food
512,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.","Guacamole+shrimp appetizer,filet,frites","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,appetizer|filet|frites|filet
513,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.","food,service","FOOD,SERVICE",FOOD|SERVICE,food|service
514,1730127:2,"Always a nice crowd, but never loud.","crowd,NULL",AMBIENCE,SERVICE,crowd
515,1730447:2,"By far, the best pizza in Manhattan.",pizza,FOOD,FOOD,pizza
516,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.","crust,staff,ingredients","FOOD,SERVICE,FOOD",FOOD|FOOD|SERVICE,crust|ingredients|staff
517,1746113:1,The menu has so many fish items and oysters.,menu,FOOD,FOOD|FOOD|FOOD|FOOD,menu|fish|items|oysters
518,1746113:3,"The fish was really,really fresh.",fish,FOOD,FOOD,fish
519,1748813:1,All of the pizzas are terrific and the price is even better!,"pizzas,pizzas","FOOD,PRICES",FOOD|PRICES,pizzas|price
520,1748813:2,I highly recommend the Sophia pizza.,Sophia pizza,FOOD,FOOD,pizza
521,1748813:3,It's to die for!,,FOOD,,
