,0,aspect,prediction
336,"not a bad laptop, it's a bit slow, but gets the job done.",LAPTOP|LAPTOP,laptop!bad|bit!bad|job!bit
337,the lcd-screen stopped working on mine after 10 months.,DISPLAY|DISPLAY,
338,i could not find a phone-number anywhere to call an actual live person for tech-support and had to result the their online chat.,SUPPORT,|person!actual|tech-support!actual|chat!online
339,"upon giving them the serial number the first thing i was told, was that it was out of warranty and i could pay to have it repaired even though i had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT,|thing!first
340,even though i had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT,
341,dealing with the support-drone on the other end of the chat was sheer torture.,SUPPORT,support-drone!torture|end!other|chat!other
342,english must have been his third or fourth language.,SUPPORT,|language!english
343,"his language was so bad i swore i was taking the turing-test, and it was failing.",SUPPORT,language!bad
344,after trying to get some help he disconnected on me.,SUPPORT,
345,"after 4 days, being denied 6 times and told off once, i managed to get through and was able to send them a scanned copy of the receipt.",SUPPORT,
346,then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT,
347,"after they found no other way, they told me to courier it to them(since they don't allow the use of the post-office) at my expense, and sent me a 4 page-list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT,|way!other
348,i managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT,
349,they really do have the worlds very worst repair-service.,SUPPORT,repair-service!worst
350,"this computer gets very hot, before shutting down.",LAPTOP,
351,it is not ideal for children because of the temp.,LAPTOP|LAPTOP,
352,"i contacted hp  about this situation and was given excuses, without results.",SUPPORT,hp!excuses
353,they didn't even try to assist me or even offer a replacement.,SUPPORT,
354,i will never purchase a hp again ever.,COMPANY,
355,"let's just get this out of the way, i love apple!",COMPANY,
356,but the macbook is the best!,LAPTOP,macbook!best
357,it is super easy to use.,LAPTOP,
358,all you have to do is turn it on and it works.,LAPTOP|LAPTOP,
359,"it is very durable, i am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",LAPTOP,
360,"i don't do any high tech-stuff on it, just write papers, check mail, and sometimes play games, so i can't reccomend it if you are in the computer-field.",LAPTOP,|tech-stuff!high
361,in the past four years i've had it i have never once gotten a virus.,LAPTOP,
362,"i did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",BATTERY|BATTERY,
363,"i would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP|LAPTOP|LAPTOP,computer!awesome|fun!computer
364,"also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP|LAPTOP|LAPTOP,
365,this laptop does everything i need it to very well.,LAPTOP,
366,the best thing about this laptop is the price along with some of the newer features.,LAPTOP|LAPTOP,thing!best|price!best|laptop!best
367,the screen is bright and the keyboard is nice;,DISPLAY|KEYBOARD,screen!bright|keyboard!nice
368,i find myself using the 10-key more than i thought i would.,KEYBOARD|KEYBOARD,
369,battery is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos.,BATTERY,youtube!funny|battery!lasting
370,for those that care about noise this thing doesn't really make any;,LAPTOP,
371,the i3-processor doesn't seem to run hot and the fan rarely turns on.,CPU,
372,i took off a star because the machine has a lot of junk-software on it.,LAPTOP|SOFTWARE,
373,i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff.,LAPTOP,stuff!unnecessary
374,once i removed all the software the laptop loads in 15-20 seconds.,SOFTWARE|LAPTOP,
375,this is not a serious gaming-laptop or a serious media machine;,LAPTOP,|gaming-laptop!serious|machine!serious
376,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video-card.,LAPTOP|GRAPHICS,video-card!dedicated|web!few|anything!video-card
377,overall i am very satisfied with the purchase.,LAPTOP,
378,"great, quick laptop for the money.",LAPTOP|LAPTOP|LAPTOP,laptop!great|money!great
379,right size and weight for portability.,LAPTOP|LAPTOP,
380,battery life needs more life.,BATTERY,
381,battery is not upgradable to a longer life-battery.,LAPTOP,battery!upgradable
382,i love everything about it.,LAPTOP,
383,the only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY,battery!downfall
384,i would like at least a 4 hr. battery life.,BATTERY,hr!like|life!hr
385,"otherwise, all other features are a 1",LAPTOP,
386,this mac is great!,LAPTOP,mac!great
387,"lightweight, long battery-life, excellent transition from pc;",LAPTOP|BATTERY|LAPTOP,transition!excellent|battery-life!excellent|pc!excellent
388,this has been nothing but a headache since we purchased it.,LAPTOP,
389,"i will never buy (refurbished) again, i don't cae how cheap it is.",LAPTOP,
390,just don't waste your time and money on this.,LAPTOP,time!waste|money!waste
391,"i tried giving it 0 stars but i had to choose at least one, but imo no stars",LAPTOP,
392,summary: dont buy hp.,COMPANY,
393,"if you buy, pray you dont have major prolems.",COMPANY,
394,runs hot,LAPTOP,
395,i thought we were paying for quality in our decision to buy an apple product.,COMPANY|LAPTOP,
396,"after a little more than a year of owning my macbook pro, the monitor has completely died.",DISPLAY,monitor!died|year!pro
397,"this purchase opened me to the world of macbooks, and i am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",LAPTOP,
398,then 2 of my nephews were going into music and both fell in love with the macbook pro.,LAPTOP,
399,now they are believers in the product.,LAPTOP,
400,"it is easy to use, has great screen-quality, and every so light weight.",LAPTOP|DISPLAY|LAPTOP,|weight!light
401,this little netboook is helping me get work done!,LAPTOP,netboook!helping
402,i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP,
403,i am first time mac buyer and am amazed at features and ease of use the mac offers.,LAPTOP|LAPTOP,|buyer!first|time!first|mac!buyer
404,"i bought it for my mom and she reports that the battery-life lasts all day for her, it's very lightweight, and the response for the computing she's doing (internet focused activity: mail, research, etc.) is excellent;",BATTERY|LAPTOP|LAPTOP|LAPTOP,response!excellent|computing!excellent|day!battery-life
405,the overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,LAPTOP|LAPTOP,
406,"if you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",LAPTOP,|game!graphics-intensive
407,"previous laptops were pc's, still have them, but the mac-osx is a clean and smooth operating-system.",OS|OS,operating-system!clean|mac-osx!clean|pc!operating-system
408,"still testing the battery-life as i thought it would be better, but am very happy with the upgrade.",BATTERY|LAPTOP,
409,"probably as good as you can get in a netbook, does everything i ask for and has some very good unexpected pluses.",LAPTOP|LAPTOP,
410,has met or exceeded my needs for a compact travel-device.,LAPTOP|LAPTOP,travel-device!compact
411,"so far, so good!",LAPTOP,
412,i've been impressed with the battery-life and the performance for such a small amount of memory.,BATTERY|LAPTOP|MEMORY,|amount!such|performance!such|memory!such
413,i don't understand why only windows 7 starter is included.,LAPTOP,
414,strong performance in this device makes use of fun and a strong sense of the era of speed,LAPTOP,performance!strong|device!strong|sense!strong|use!strong|era!use
415,this device serves all modern requirements is a very strong game and is very useful for designers.,LAPTOP|LAPTOP,game!strong|game!modern
416,enjoy that toshib force and durability unparalleled,LAPTOP|LAPTOP,force!enjoy|toshib!enjoy|durability!force
417,"needs longer lasting battery, more than 1 to 2 hrs.",BATTERY,|battery!lasting
418,"needs power and mouse cable to plug in back instead of side, in the way of operating a mouse in small area.",MOUSE|MOUSE,|area!small
419,for the use it was purchased for it is a good laptop.,LAPTOP,laptop!good|use!laptop
420,comfterbale to use light easy to transport.,LAPTOP|LAPTOP|LAPTOP,|comfterbale!light|transport!light
421,"i love this product because it is toshiba and its 15.6"".",LAPTOP|LAPTOP|COMPANY,product!love|toshiba!product
422,"it has no camera but, i can always buy and install one easy.",LAPTOP,
423,"i had a usb connect but, i can't use it because it is not compatible.",LAPTOP,
424,that's the downside for me.,LAPTOP,
425,"but, i would recommend this product.",LAPTOP,product!recommend
426,satisfy what i paid for it.,LAPTOP|LAPTOP,
427,good monitor and performed well.,DISPLAY|LAPTOP,monitor!good
428,i am using the external speaker- sound is good.,MULTIMEDIA_DEVICES,speaker!good|sound!external
429,best thing is i can use existing 32 bit old programs.,LAPTOP,thing!best|bit!old
430,i recommend for word-processing and internet users.,LAPTOP,
431,the games included are very good games.,SOFTWARE,
432,i would highly recommend this one to my friends,LAPTOP,
433,i bought this laptop because of the performance to price-ratio.,LAPTOP|LAPTOP,|performance!laptop
434,"it works great for general internet-use, microsoft office apps, home-bookkeeping, etc.",LAPTOP,|internet-use!general|home-bookkeeping!general|microsoft!internet-use|office!internet-use
435,"it doesn't have a lot of frills, but i didn't need any, and being able to buy what i needed, and not more than i needed was very important.",LAPTOP|LAPTOP,
436,this computer i used daily nice compact design.,LAPTOP|LAPTOP,design!nice
437,excellent speed for processing data.,LAPTOP,speed!excellent
438,and if you are a game-player it works with world of warcraft wonderfully.,LAPTOP,
439,all in all great item highly recommend it.,LAPTOP,item!great|item!recommend
440,i would have to say that overall its great!,LAPTOP,
441,"aside from the trial-software and the short battery-life, lack of a webcam, its great.",SOFTWARE|BATTERY|LAPTOP|LAPTOP,
442,"fast, great visual!",LAPTOP|DISPLAY,
443,"oh yea, has no numeric pad on the side.",KEYBOARD,|pad!numeric|side!numeric
444,2nd best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,LAPTOP|LAPTOP,computer!best|world!best|way!2nd
445,my favorite part of this computer is that it has a vga-port so i can connect it to a bigger screen.,LAPTOP|LAPTOP,part!favorite|computer!favorite
446,great wifi too.,LAPTOP,
447,"the screen is a little glary, and i hated the clicking buttons, but i got used to them.",DISPLAY|MOUSE,|glary!little|screen!little
448,overall for the money this is a good deal.,LAPTOP|LAPTOP,deal!good|money!good
449,there is no number-pad to the right of the keyboard which is a bummer.,KEYBOARD,
450,the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better.,MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,
451,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse-command buttons.",KEYBOARD|LAPTOP,plastic!cheap|plate!cheap|keyboard!alright|sound!plastic
452,"i am overall very pleased with my toshiba-satellite, i like the extra features, i love the windows 7 home-premium.",LAPTOP|LAPTOP|OS,toshiba-satellite!pleased|home-premium!love
453,"the battery-life has not decreased since i bought it, so i'm thrilled with that.",BATTERY|BATTERY,
454,"i also love the design, the looks, the feel, and the my toshiba-feature is wonderfull.",LAPTOP|LAPTOP,design!love|wonderfull!design|feel!wonderfull|toshiba-feature!wonderfull
455,i would easly reccomend this laptop to a friend.,LAPTOP,|friend!laptop
456,couldnt not use it.,LAPTOP,
457,tried to make a recovey-disk-wouldnt get passed the first recovery-disk.,LAPTOP,|recovery-disk!first|recovey-disk-wouldnt!recovery-disk
458,defective software.,SOFTWARE,software!defective
459,returned it to walmart.,LAPTOP,
460,i would like to have volume buttons rather than the adjustment that is on the front.,LAPTOP,
461,i also had a problem with the touchpad that caused the mouse-pointer to jump all over the screen.,MOUSE,
462,i went to toshiba online-help and found some suggestions to fix it.,SUPPORT,
463,one of them seems to have worked.,SUPPORT,
464,its a good laptop for its value.,LAPTOP|LAPTOP,laptop!good|value!good
465,registration/1st use is easy.,LAPTOP,use!easy|registration/1st!easy
466,features like the font are very block-like and old school.,LAPTOP,|school!old|font!block-like
467,"would like more trendy, high tech features.",LAPTOP,|tech!high
468,the start-menu is not the easiest thing to navigate due to the stacking.,OS,thing!easiest|start-menu!easiest
469,keys stick periodically and i havent had the laptop for 45 days yet.,KEYBOARD|KEYBOARD,
470,came fully loaded - good.,LAPTOP,
471,"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",LAPTOP,
472,i'm really impressed with the quality and performance for the price of the computer.,LAPTOP|LAPTOP|LAPTOP,
473,"graphics are clean and sharp, internet interfaces are seamless.",GRAPHICS|LAPTOP,internet!seamless
474,"only issue is that it is a little slow, and i'm fixing that by adding more ram.",LAPTOP|MEMORY,
475,sound card is limited though.,MULTIMEDIA_DEVICES,|card!sound
476,"the laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",LAPTOP|LAPTOP,|laptop!lightweight|knapsack!full
477,it is small enough to fit in one of my purses!,LAPTOP,
478,"windows 7 starter is terrific (no you can't change the background) but i don't need to, i use it just for school-work.",OS|OS,
479,"the battery-life is amazing, the versitility is outstanding.",BATTERY|LAPTOP,battery-life!amazing|versitility!outstanding
480,the ease of set up was terrific.,LAPTOP,ease!terrific
481,i was even able to uninstall mcaffe and install one of my symantec licenses with a no issues whatsoever.,LAPTOP,
482,"i had to adjust my mousepad-sensitivity, because it is very sensitive.",MOUSE,
483,"keyboard is great, very quiet for all the typing that i do.",KEYBOARD|KEYBOARD,keyboard!great
484,"screen is crystal clear, yes it's small - but it's a netbook!",DISPLAY|DISPLAY,screen!clear|netbook!small
485,awesome laptop and the perfect size to carry around in college.,LAPTOP|LAPTOP|LAPTOP,laptop!awesome|size!awesome
486,i couldn't believe how long the battery lasted on a single charge.,BATTERY,|charge!single
487,i loaded windows 7 via bootcamp and it works flawlessly!,OS,|bootcamp!loaded
488,simply amazing computer!!,LAPTOP,computer!amazing
489,"i really like the mac 15.4in. notebook, but its very pricey.",LAPTOP|LAPTOP,
490,"love the graphics, awesome programs (including garageband), and really cool default-background.",GRAPHICS|LAPTOP|SOFTWARE,default-background!cool|garageband!awesome
491,"but, like i said before, the only reason i don't currently have a mac laptop is because all of their laptops are too pricey.",LAPTOP,|reason!only
492,"waiting for the i7 was well worth it, great value for the price.",LAPTOP|LAPTOP,value!great|i7!worth|price!great
493,"bigger hd, better graphics card, and a bid hd.",HARD_DISC|GRAPHICS,card!better|hd!better|bid!hd
494,there is nothing to complain about the system.,LAPTOP,
495,i have used pc's and converting to this macbook pro was easy.,LAPTOP,pro!easy
496,if you have the money i suggest going for the i7.,LAPTOP,
497,i occassionaly use it for work via vpn and it has not given me any problems.,LAPTOP,
498,"the screen is nice and the images comes very clear, the keyboard and the fit just feels right.",DISPLAY|DISPLAY|KEYBOARD|LAPTOP,screen!nice|keyboard!right|fit!keyboard|right!keyboard
499,i consider myself an average user and this computer serves my need.,LAPTOP,|user!average|computer!average
500,the price is another driving influence that made me purchase this laptop.,LAPTOP,
501,"i'ts nice to have the higher-end laptops, but this fits my budget and the features i need.",LAPTOP|LAPTOP|LAPTOP,
502,i normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,LAPTOP,laptop!problems
503,another satisfied customer.,LAPTOP,customer!satisfied
504,the apple macbook is the best investment that i have ever made.,LAPTOP,investment!best|macbook!best|apple!investment
505,the newer macbook that i have purchased is one of the best computers.,LAPTOP,
506,i am a college-student and it has been very useful.,LAPTOP,
507,it has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP|LAPTOP|LAPTOP,
508,it has a lot of memory and a great battery-life.,MEMORY|BATTERY,lot!great
509,it is sleek and lightweight and charges quickly when needed.,LAPTOP|BATTERY,
510,its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP|LAPTOP,color!stylish
511,iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE,iphoto!great|facebook!other|networking!facebook
512,the internet capabilities are also very strong and picks up signals very easily.,LAPTOP,internet!strong
513,i have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP,computer!froze
514,"the screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",DISPLAY|KEYBOARD,screen!bright|keyboard!easy|use!quick
515,"overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP,computer!wonderful|purchase!wonderful
516,the graphics are stunning.,GRAPHICS,
517,it's wonderful for computer-gaming.,LAPTOP,
518,i would definitely suggest this laptop!,LAPTOP,
519,it is very user friendly and not hard to figure out at all.,LAPTOP,
520,"it has many great programs, such as ilife, iphotos and others.",LAPTOP|SOFTWARE,ilife!great
521,ilife is easily compatible with microsoft office so you can send and receive files from a pc.,SOFTWARE,ilife!compatible|office!ilife
522,"in addition, all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations.",SOFTWARE|SOFTWARE,
523,this comes in very handy for me as an educator.,SOFTWARE,
524,iphotos is an excellent program for storing and organizing photos.,SOFTWARE,program!excellent
525,it allows you to automatically upload photos to your facebook account with one click.,SOFTWARE,
526,"in addition, there is photo-detection-software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE,
527,"if you are looking for something reliable, this is the laptop for you.",LAPTOP,something!reliable
528,this computer was awful!,LAPTOP,computer!awful
529,i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company.,COMPANY|LAPTOP|SUPPORT,
530,the computer first started malfunctioning 3 months after purchasing it.,LAPTOP|LAPTOP,
531,it does not keep internet signals no matter where you bring it.,LAPTOP,
532,"the system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",OS|OS,
533,"when calling dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT,|computer!new|help!new|reurn!help
534,"one year of trying to fix the computer by myself, with help of friends, and even help from computer experts i have given up on trying to fix it.",LAPTOP,
535,"this computer was awful, i would never recomend it to another person.",LAPTOP,computer!awful
536,those moments in thime where you want to throw something against the wall?,LAPTOP,
537,"yeah, i wanted to throw that lap-top out the window and light it on fire.",LAPTOP,
538,that's how frustrating it was.,LAPTOP,
539,"it is well worth the money it cost, very good investment.",LAPTOP|LAPTOP,investment!good|money!good
540,the new macbook pro 15 inch-i7 is nothing short of amazing.,LAPTOP,|inch-i7!new|nothing!new|macbook!nothing
541,the speed is incredible and i am more than satisfied.,LAPTOP,speed!incredible
542,"bought from wal-mart, i believe that this laptop was a repaired item.",LAPTOP,|item!laptop
543,this laptop was bad from the first day of use----brought it back to store for return of money.,LAPTOP|LAPTOP,laptop!bad|day!first|use!first
544,now am very aprehensive about toshiba laptops.,COMPANY,
545,will not every buy another--------lou,LAPTOP,
546,this is a great value for the money.,LAPTOP|LAPTOP,value!great|money!great
547,this is a great computer.,LAPTOP,computer!great
548,we haven't had any problems with it at all.,LAPTOP,
549,the body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP,
550,"overall though, for the money spent it's a great deal.",LAPTOP|LAPTOP,deal!great
551,"but let me tell you, the mac-book-pro is so professional.",LAPTOP,
552,its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP|LAPTOP,computer!sophisticated
553,"for example, when my husband turns the light out while i'm on the computer. the screen brightness automatically adjusts.",DISPLAY,|husband!light|light!husband|computer!light
554,it is very easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD|KEYBOARD|KEYBOARD,
555,"oh, it is such a great piece of equipment.",LAPTOP,piece!great|equipment!great
556,"its office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE|SOFTWARE|SOFTWARE,|functioning!new
557,"i get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, i can attest to the fact that this is the perfect size-computer if you're restricted to the width of your body for computing room.",LAPTOP|LAPTOP,size-computer!perfect|fact!perfect
558,very long-life battery (up to 10-11 hours depending on how you configure power-level settings).,BATTERY,|battery!long-life
559,"i upgraded the memory and replaced the base windows 7 starter to win 7 home, and it runs just fine.",LAPTOP|LAPTOP,memory!upgraded|home!win|base!starter
560,"i play a lot of casual games online, and the touchpad is very responsive.",MOUSE,touchpad!responsive|lot!online|online!touchpad
561,"i wouldn't play a first-person-shooter with this, mind, but if you wanted to run ms office, email, chat, download a video, listen to music from a certain fruit-named music-store, and were looking for a highly portable yet powerful netbook to do that all in, i'd highly recommend checking this out.",LAPTOP|LAPTOP|LAPTOP,netbook!portable|music-store!certain
562,the downside to this netbook is pretty much the same for any netbook: screen-size is not something i'd stare at for the entire 10-11 hours of battery-life five days a week.,DISPLAY,netbook!downside|downside!same|week!battery-life|something!downside
563,additional caveat: the base-installation comes with some toshiba-specific software that may or may not be to a user's liking.,SOFTWARE,|software!toshiba-specific|liking!toshiba-specific
564,everything from the design to the os is simple and to the point.,LAPTOP|OS|LAPTOP,|everything!simple|design!simple|point!everything
565,love it love it love it!,LAPTOP,
566,it really is perfect for work and play.,LAPTOP,
567,i am able to play 720p and 1080p media files just fine with it.,LAPTOP,
568,everything i have tried has worked and i never have to carry the wall-charger cause the battery is so awesome.,LAPTOP|BATTERY,everything!worked|everything!awesome
569,"the only thing that isn't perfect about this netbook is the speakers, they are not loud at all but i expected that.",MULTIMEDIA_DEVICES,|thing!only
570,"i upgraded it's ram to 2gb, i am very happy with it.",LAPTOP|MEMORY,
571,lots of preloaded software.,LAPTOP,|software!preloaded
572,"the only problem is that i had to add 1 gb ram, the computer was kinda slow.",MEMORY|LAPTOP,computer!slow
573,"tosiba has a good reputation, my llast computer was an acer.",COMPANY,tosiba!reputation|computer!llast|acer!reputation|reputation!tosiba
574,this is starting off good.,LAPTOP,
575,what a great little laptop.,LAPTOP,laptop!great
576,maybe not the cutting edge (satellite l455d) but it is a workhorse.,LAPTOP|LAPTOP,
577,i bought it to use in college and it is perfect.,LAPTOP,
578,i dual boot with linux and that other security-prone os and it performs flawlessly.,LAPTOP,|boot!dual|linux!dual
579,i made a perfect decision when i bought the toshiba!,LAPTOP|COMPANY,decision!perfect
580,excellent product for the money.,LAPTOP|LAPTOP,product!excellent|money!excellent
581,"no problems, no lock ups, no disappointments.",LAPTOP|LAPTOP,
582,"not super fancy, but not super expensive either.",LAPTOP|LAPTOP,
583,highly recommend for daily use.,LAPTOP,|use!daily
584,the computer itself is a good product but the repair-depot stinks.,LAPTOP|SUPPORT,product!good|computer!good|repair-depot!stinks
585,i have had to send in my laptop three times to get it fixed.,SUPPORT,
586,toshiba does not send any one out unless you have paid extra to have the on site-repair done.,SUPPORT,
587,i would tell the technician i knew exactly what was wrong with it but they did not listen and i had to go through a bunch of junk to get them to tell me i needed to send the computer in.,SUPPORT,
588,this computer that i have has had issues with the keyboard where it lost half the keyboard functions.,KEYBOARD|KEYBOARD,computer!issues|keyboard!issues
589,as well as having the plug in the computer come loose.,POWER_SUPPLY,
590,so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY,computer!good
591,it still seems to be a little lose now but so far seems to be hanging in there.,POWER_SUPPLY,
592,the mac book pro performs flawlessly.,LAPTOP,|book!pro
593,"never had a single problem, and don't have to worry about viruses.",LAPTOP|LAPTOP,
594,"while i mostly use it for email, internet and gaming, i'm confident all other applications live up to the high standard i've come to appreciate from mac laptops.",LAPTOP,
595,worth the investment and truly a fine piece of equipment.,LAPTOP,piece!fine|investment!fine|equipment!fine
596,"right out of the box, this little netbook did everything i asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",LAPTOP|LAPTOP,|netbook!little|streaming!everyday|video!everyday
597,"it even has a great webcam, and skype works very well.",LAPTOP|MULTIMEDIA_DEVICES|SOFTWARE,webcam!great|skype!works
598,the fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP,
599,"the windows 7 starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",OS,way!great
600,"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",OS|LAPTOP|LAPTOP|LAPTOP,machine!efficient|price!great
601,"this netbook is a perfect supplementary computer to another laptop or desktop (my wife and i have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP,computer!perfect|netbook!perfect|laptop!perfect|wife!laptop|desktop!laptop|user!perfect
602,"i use this for my tutoring-business, and since i'm always bouncing from student to student, it is ideal for portability and battery-life (yes, it gets the 8 hours as advertised!).",LAPTOP|BATTERY,
603,"asus has done an outstanding job of evolving their netbooks, and i would recommend this to anyone who both understands their needs and how netbooks can fit them.",LAPTOP|COMPANY,job!outstanding|asus!job
604,little short on ram but you get what you pay for.,MEMORY,
605,"the hinge-design forced you to place various connections all around the computer, left right and front.",LAPTOP|LAPTOP,|right!left|front!left
606,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",PORTS|MOUSE|LAPTOP|LAPTOP,person!right|front!hard|headphone!front
607,cords coming out the right for power plus cords coming out front for headphones/mic plus network-connection on left make for a very messy setup with cords going every direction.,LAPTOP|LAPTOP,setup!messy|front!right|make!left|right!front
608,"i love windows 7 but i can't give toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",OS|LAPTOP|LAPTOP|COMPANY,|manufacturer!different|time!next
609,i was happy with my purchase of a toshiba satellite l305d-s5934 laptop until it came time to have it repaired under the toshiba warranty.,LAPTOP|SUPPORT,
610,the computer was shipped to their repair-depot  on june 24 and returned on july 2 seems like a short turn around time except the computer was not repaired when it was returned.,SHIPPING|SUPPORT,|turn!short|time!short
611,they were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT,|place!first
612,the computer is currently in west verginia doe to the method of shipping-choosen by toshiba.,SHIPPING,|doe!west|computer!west|verginia!west|method!west
613,the computer could have been shipped by priority mail through the usps for the same cost and arrived by noon on tue.,SHIPPING,|cost!same
614,instead it is sitting in west verginia waiting for ups to take two days to send me a box and two days for them to ship the computer some 691 miles by air? to louisville ky.,SHIPPING,
615,and toshiba is totally unconcerned.,SUPPORT,|toshiba!unconcerned
616,the reaction of toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT,
617,we don't mind and you don't matter.,SUPPORT,
618,i would not recommend the purchase of this modle of toshiba computer or any toshiba product for that matter.,LAPTOP|COMPANY,purchase!recommend|modle!recommend|product!recommend|toshiba!purchase|matter!purchase
619,when it come time for warranty-service to toshiba you don't matter.,SUPPORT,
620,windows vista makes this computer almost unusable for online service.,OS|LAPTOP,|service!online
621,i've tried going back to xl but there still problems.,LAPTOP,
622,the technical service for dell is so 3rd world it might as well not even bother.,SUPPORT,|service!technical|world!technical|dell!world
623,just a bunch of idiots who's english as a 5th language is forced at best.,SUPPORT,|language!5th
624,i'm all for saving money but dell needs to step it up.,COMPANY,
625,good price.,LAPTOP,price!good
626,basic computer.,LAPTOP,|computer!basic
627,didn't work when shipped from walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP,|make/model!same|laptop!same
628,it has worked fine.,LAPTOP,fine!worked
629,handles all my basic media needs easily.,LAPTOP,
630,can listen to my music and watch my videos with ease and with a great display.,DISPLAY|LAPTOP,display!great|ease!great
631,it is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP|LAPTOP,connection!weak
632,it's a great prodcut to handle basic computing needs.,LAPTOP,prodcut!great|computing!basic
633,it has served my needs quite nicely for the most part.,LAPTOP,
634,"the 2 gb of ram is plenty, able to run windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY|LAPTOP,|gb!able|ram!able|slowdown!other
635,my one complaint with this laptop is that i've noticed an electronic fuzz-sound coming out of the headphone-jack when headphones are plugged in.,PORTS,|fuzz-sound!electronic
636,"this is likely due to poor grounding and isolation between the components, and i'm hoping that it can be fixed with a ground-loop-isolator, but i still expected better product-quality for this price-range.",HARDWARE|LAPTOP,grounding!poor|isolation!poor|product-quality!better|price-range!due
637,"other than that, i would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP|LAPTOP,laptop!cheap|need!cheap
638,let me start with the good:so awesome.,LAPTOP,
639,"great os, fabulous improvements to the existing line bumping up the processor-speed and adding the thunderbolt-port.",OS|CPU|LAPTOP,processor-speed!bumping|line!processor-speed
640,this one has had the same effect.,LAPTOP,|effect!same|one!effect
641,"the improvements to the os have been relatively gradual, but substantive.",OS,
642,"the unibody construction is solid, sleek and beautiful.",LAPTOP|LAPTOP,construction!solid
643,"it is everything i'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP|LAPTOP,
644,"for the not so good, i got the stock-screen - which is very glossy.",DISPLAY|DISPLAY,
645,it's still beautiful and has better color-reproduction than i could ever expect from a notebook.,DISPLAY|DISPLAY,color-reproduction!better
