,id,review,target,label,predict,term,polarity
143,1053543:3,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","spicy tuna roll,rock shrimp tempura","FOOD,FOOD",AMBIENCE|PRICES|PRICES|FOOD|AMBIENCE|FOOD|FOOD|AMBIENCE|FOOD,great|good|share|roll|rock|tuna|shrimp|unusually|spicy,"positive,positive"
144,1053543:4,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,service,SERVICE,AMBIENCE|SERVICE,great|service,positive
145,1055910:2,food-awesome.,Food,FOOD,,food,positive
146,1055910:3,service- friendly and attentive.,Service,SERVICE,SERVICE|AMBIENCE,service|friend,positive
147,1055910:4,ambiance- relaxed and stylish.,Ambiance,AMBIENCE,,,positive
148,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",service,SERVICE,SERVICE|PRICES,service|ever,negative
149,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter,SERVICE,AMBIENCE|AMBIENCE|PRICES|AMBIENCE|SERVICE,feel|like|make|little|wait,negative
150,1062641:2,food is great.,Food,FOOD,FOOD|AMBIENCE,food|great,positive
151,1062641:3,service is top notch.,Service,SERVICE,SERVICE,service,positive
152,1064477:0,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,FOOD,FOOD|FOOD,sushi|sushi,positive
153,1064477:2,the sushi seemed pretty fresh and was adequately proportioned.,"sushi,sushi","FOOD,FOOD",FOOD|AMBIENCE|FOOD,sushi|seemed|portion,"positive,positive"
154,1064477:3,the rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,FOOD,FOOD||PRICES,fish|good|also,positive
155,1074868:4,the food was well prepared and the service impecable.,"food,service","FOOD,SERVICE",FOOD|SERVICE|AMBIENCE,food|service|well,"positive,positive"
156,1086415:3,"i am not a vegetarian but, almost all the dishes were great.",dishes,FOOD,AMBIENCE|PRICES,great|almost,positive
157,1086478:0,"the food here is rather good, but only if you like to wait for it.","food,NULL","FOOD,SERVICE",FOOD|PRICES|AMBIENCE|PRICES|SERVICE,food|good|like|rather|wait,"positive,negative"
158,1086478:1,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","somosas,chai,chole,dhosas,dhal","FOOD,FOOD,FOOD,FOOD,FOOD",AMBIENCE,like,"positive,positive,positive,negative,negative"
159,1086478:2,"the service varys from day to day- sometimes they're very nice, and sometimes not.",service,SERVICE,SERVICE|AMBIENCE,service|nice,negative
160,1086478:3,"the kitchen however, is almost always slow.",kitchen,SERVICE,SERVICE|PRICES|PRICES,always|almost|ever,negative
161,1086478:4,"also, specify if you like your food spicy- its rather bland if you don't.",food,FOOD,FOOD|FOOD|AMBIENCE|PRICES|PRICES|PRICES|FOOD,food|bland|like|rather|also|specify|spicy,negative
162,1086478:5,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","ambience,NULL",AMBIENCE,PRICES|AMBIENCE|PRICES,would|nice|best,"positive,positive"
163,1090587:1,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,view,AMBIENCE,PRICES|PRICES,offer|ever,positive
164,1090587:3,the lava cake dessert was incredible and i recommend it.,lava cake dessert,FOOD,,,positive
165,1102681:0,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",Cosette,AMBIENCE,,eaten,positive
166,1102681:1,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",restaurant,AMBIENCE,,,positive
167,1102681:2,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","food,French Onion soup,French Onion soup,desserts","FOOD,FOOD,FOOD,FOOD",FOOD|SERVICE,food|french,"positive,negative,positive,negative"
168,1102681:3,"however, go for the ambience, and consider the food just a companion for a trip across the world!","ambience,food","AMBIENCE,FOOD",FOOD|AMBIENCE|PRICES,food|world|ever,"positive,neutral"
169,1118167:2,the pizza was delivered cold and the cheese wasn't even fully melted!,"pizza,cheese","FOOD,FOOD",PRICES,even,"negative,negative"
170,1119578:2,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","ingredients,pizza,crust","FOOD,FOOD,FOOD",PRICES|PRICES|PRICES,good|even|make,"positive,negative,negative"
171,1123262:0,i think i've had some the best meals of my life at minnow.,meals,FOOD,PRICES,best,positive
172,1123262:1,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","seafood,wine list,menu","FOOD,FOOD,FOOD",FOOD|SERVICE|FOOD|AMBIENCE|PRICES|FOOD|AMBIENCE|PRICES|FOOD|FOOD|,food|always|wine|great|good|menu|amazing|offer|there|seafood|ever,"positive,positive,positive"
173,1123262:2,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,ingredients,FOOD,PRICES,really,positive
174,1125006:1,best pastrami i ever had and great portion without being ridiculous.,"Pastrami,portion","FOOD,FOOD",AMBIENCE|PRICES|AMBIENCE|PRICES|PRICES,great|ever|portion|best|without,"positive,positive"
175,1125006:3,my wife had the fried shrimp which are huge and loved it.,"fried shrimp,fried shrimp","FOOD,FOOD",FOOD,shrimp,"positive,positive"
176,1125284:2,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.","signs,specials menus,food,waitstaff","FOOD,FOOD,SERVICE",FOOD|FOOD|FOOD|PRICES|SERVICE,food|menu|special|even|wait,"positive,positive,positive,positive"
177,1126814:0,"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.","Leon,Leon,specials,atmosphere,French bistro fare","AMBIENCE,FOOD,AMBIENCE,FOOD",PRICES|FOOD|AMBIENCE|FOOD|AMBIENCE|SERVICE|AMBIENCE,good|special|atmosphere|warm|lively|french|well,"positive,positive,positive,positive,positive"
178,1126814:1,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,SERVICE,SERVICE|SERVICE|PRICES|AMBIENCE|AMBIENCE,always|always|ever|friend|well,positive
179,1126886:2,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.","service,decor,food,portions","SERVICE,AMBIENCE,FOOD,FOOD",FOOD|AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|SERVICE,food|great|service|decor|portion|excellent,"positive,positive,positive,positive"
180,1131595:2,the hostess is rude to the point of being offensive.,hostess,SERVICE,FOOD,hostess,negative
181,1131595:3,the food was bland oily.,food,FOOD,FOOD|FOOD,food|bland,negative
182,1138996:1,"we have been to this place many times, and always have great food, wine, and service.","food,wine,service","FOOD,FOOD,SERVICE",FOOD|AMBIENCE|SERVICE|FOOD|AMBIENCE|AMBIENCE|SERVICE,food|many|always|wine|great|place|service,"positive,positive,positive"
183,1138996:2,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,SERVICE,PRICES|SERVICE,would|wait,positive
184,1138996:3,as always we had a great glass of wine while we waited.,glass of wine,FOOD,SERVICE|FOOD|AMBIENCE|SERVICE,always|wine|great|wait,positive
185,1138996:4,"when we sat, we got great and fast service.",service,SERVICE,AMBIENCE|SERVICE,great|service,positive
186,1138996:5,the people that work there are always so friendly you forget you are in new york sometimes.,people,SERVICE,SERVICE|AMBIENCE|AMBIENCE,always|there|friend,positive
187,1145510:1,the pizza is yummy and i like the atmoshpere.,"pizza,atmoshpere","FOOD,AMBIENCE",AMBIENCE,like,"positive,positive"
188,1147082:0,i went there for lunch and it was not as good as i expected from the reviews i read.,lunch,FOOD,PRICES|AMBIENCE,good|there,negative
189,1147082:1,sauce was watery and the food didn't have much flavor.,"Sauce,food","FOOD,FOOD",FOOD|PRICES,food|much,"negative,negative"
190,1147211:2,the waitress was very patient with us and the food is phenomenal!,"waitress,food","SERVICE,FOOD",FOOD|PRICES|FOOD,food|phenomenal|wait,"positive,positive"
191,1147211:3,"service was prompt, friendly and great.",Service,SERVICE,PRICES|AMBIENCE|SERVICE|AMBIENCE,prompt|great|service|friend,positive
192,1153034:0,great pizza and fantastic service.,"pizza,service","FOOD,SERVICE",AMBIENCE|SERVICE,great|service,"positive,positive"
193,1153034:1,"there was a small wait, but shorter than i expected.",wait,SERVICE,PRICES|AMBIENCE|SERVICE,shorter|there|wait,positive
194,1153034:2,located at the end of a magnificent block.,block,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,located|magnificent|block,positive
195,1154550:0,this is the best sushi in new york city - hands down.,sushi,FOOD,SERVICE|FOOD|PRICES,hand|sushi|best,positive
196,1189674:0,first went here to enjoy their garden terrace.,garden terrace,AMBIENCE,AMBIENCE|AMBIENCE,terrace|garden,positive
197,1189674:3,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","open kitchen,restaurant","AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE|PRICES|PRICES|FOOD|AMBIENCE|AMBIENCE,part|open|charm|rather|admittedly|warm|night|inside,"positive,negative"
198,1199480:2,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"setting,service,NULL","AMBIENCE,SERVICE",SERVICE|SERVICE|PRICES|AMBIENCE|AMBIENCE,special|service|high|setting|nice,"positive,positive,positive"
199,1212346:1,"took my mom for mother's day, and the maitre d' was pretty rude.",maitre d',SERVICE,,,negative
200,1221938:3,downstairs lounge is always a good attraction,Downstairs lounge,AMBIENCE,SERVICE|PRICES,always|good,positive
201,1225162:0,"raga's is a romantic, cozy restaurant.",Raga's,AMBIENCE,,,positive
202,1225162:3,the staff is incredibly helpful and attentive.,staff,SERVICE,,,positive
203,1227999:1,"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE,SERVICE|FOOD|FOOD|SERVICE|SERVICE|FOOD,sitting|bathroom|dinner|asked|told|wait,negative
204,1230993:1,i loved everythig about it-especially the shows and actors.,"NULL,shows,actors","AMBIENCE,AMBIENCE",||,special|every|ever,"positive,positive,positive"
205,1230993:2,our server was very helpful and friendly.,server,SERVICE,AMBIENCE,friend,positive
206,1232468:1,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|SERVICE|AMBIENCE|SERVICE,world|atmosphere|evening|avenue|sitting|away|even,positive
207,1232468:3,service was prompt and courteous.,Service,SERVICE,PRICES|SERVICE,prompt|service,positive
208,1269216:1,the staff is no nonsense.,staff,SERVICE,,,positive
209,1280166:1,"service was very good - prompt, attentive and non-intrusive.",Service,SERVICE,PRICES|PRICES|SERVICE,prompt|good|service,positive
210,1280166:4,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"Traditional French decour,hall","AMBIENCE,AMBIENCE",PRICES|PRICES|SERVICE,rather|though|french,"positive,negative"
211,1280179:2,"seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE,SERVICE|PRICES|SERVICE|SERVICE|PRICES|AMBIENCE,always|prompt|evening|even|though|seating,positive
212,1280179:5,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","decor,semi-private boths","AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE,great|decor|ever,"positive,positive"
213,1286916:1,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.","live jazz band,atmosphere","AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|completely|take,"positive,positive"
214,1289424:3,the server was really cool and served us our food and drinks with a smile.,server,SERVICE,FOOD|FOOD|SERVICE|SERVICE|PRICES,food|drink|served|smile|really,positive
215,1289424:4,the place's decor and hidden bathrooms made for a good laugh.,"decor,hidden bathrooms","AMBIENCE,AMBIENCE",PRICES|PRICES|AMBIENCE|AMBIENCE|FOOD|FOOD,made|good|place|decor|bathroom|laugh,"positive,positive"
216,1303888:0,all the staff is absolutely professional!!,staff,SERVICE,,,positive
217,1308557:0,the service was the only thing good about this restaurant.,"service,restaurant",SERVICE,PRICES|SERVICE,good|service,"positive,negative"
218,1335154:1,"great vibe, lots of people.",vibe,AMBIENCE,AMBIENCE,great,positive
219,1335154:4,"i didn't complain, i liked the atmosphere so much.",atmosphere,AMBIENCE,FOOD|AMBIENCE|PRICES,like|atmosphere|much,positive
220,1335656:2,"ambience is so cute and quaint, good for business although we were there on vacation.","Ambience,NULL",AMBIENCE,PRICES|AMBIENCE|PRICES,good|there|though,"positive,positive"
221,1340075:2,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"atmosphere,waiters","AMBIENCE,SERVICE",AMBIENCE|SERVICE,atmosphere|wait,"negative,positive"
222,1340075:5,the takeout is great too since they give high quality tupperware as well.,takeout,SERVICE,PRICES|AMBIENCE|PRICES|AMBIENCE|FOOD,quality|great|high|well|take,positive
223,1347423:2,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,Manager,SERVICE,AMBIENCE|PRICES|PRICES|SERVICE,visit|even|make|manager,positive
224,1357554:3,"service was slow, but the people were friendly.","Service,people","SERVICE,SERVICE",SERVICE|AMBIENCE,service|friend,"negative,positive"
225,1357554:4,it's a nice place to relax and have conversation.,place,AMBIENCE,AMBIENCE|AMBIENCE,place|nice,positive
226,1367358:3,"ambience is delightful, service impeccable.","Ambience,service","AMBIENCE,SERVICE",SERVICE|FOOD,service|delight,"positive,positive"
227,1380450:2,service was also horrible and the ambience is not that great.,"Service,ambience","SERVICE,AMBIENCE",AMBIENCE|PRICES|SERVICE,great|also|service,"negative,negative"
228,1387314:4,it's a small cute restaurant.,restaurant,AMBIENCE,,,positive
229,1390357:2,"i like the ambience, it's very dark and original.",ambience,AMBIENCE,AMBIENCE,like,positive
230,1394712:4,"however, i think this place is a good hang out spot.",place,AMBIENCE,PRICES|AMBIENCE|PRICES,good|place|ever,positive
231,1398844:0,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",place,AMBIENCE,AMBIENCE,place,negative
232,1398844:4,service is not what one would expect from a joint in this price category.,Service,SERVICE,PRICES|SERVICE|PRICES,price|service|would,negative
233,1398844:6,somehow working the italian charm with constant mille grazie does not constitute proper service.,service,SERVICE,AMBIENCE|SERVICE,charm|service,negative
234,1404042:3,"cute place, nice wait staff but would never go there again.","wait staff,place,place","SERVICE,AMBIENCE",AMBIENCE|AMBIENCE|SERVICE|PRICES|AMBIENCE|SERVICE,place|there|ever|would|nice|wait,"positive,positive,negative"
235,1413697:2,the place is so cool and the service is prompt and curtious.,"service,place","SERVICE,AMBIENCE",PRICES|AMBIENCE|SERVICE,prompt|place|service,"positive,positive"
236,1417496:2,the dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE,AMBIENCE|AMBIENCE|SERVICE,music|elegant|shout,positive
237,1417496:3,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","service,staff","SERVICE,SERVICE",FOOD|AMBIENCE|SERVICE|PRICES,menu|there|service|need,"positive,positive"
238,1430994:0,the view is breathtaking the service is top notch... the ambiance is wonderfull.,"view,service,ambiance","AMBIENCE,SERVICE,AMBIENCE",SERVICE,service,"positive,positive,positive"
239,1430994:1,the staff offers impeccable service.,staff,SERVICE,PRICES|SERVICE,offer|service,positive
240,1439875:1,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","service,place,place","SERVICE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE|SERVICE|AMBIENCE,crowded|great|place|feel|special|service|friend|excellent|little,"positive,negative,positive"
241,1451107:0,this place is so much fun.,place,AMBIENCE,AMBIENCE|PRICES,place|much,positive
242,1451107:6,the staff was the friendliest that have seen in new york.,staff,SERVICE,SERVICE,friend,positive
243,1457607:0,the place is a lot of fun.,place,AMBIENCE,AMBIENCE,place,positive
244,1457607:2,the characters really make for an enjoyable experience.,characters,AMBIENCE,PRICES|PRICES,make|really,positive
245,1459569:1,service was slow had to wait to order and get food although not crowded.,Service,SERVICE,FOOD|AMBIENCE|SERVICE|PRICES|SERVICE,food|crowded|service|though|wait,negative
246,1460715:1,service was quick.,Service,SERVICE,SERVICE,service,positive
247,1470286:1,delivery is fast too.,Delivery,SERVICE,,,positive
248,1471273:4,zero ambiance to boot.,ambiance,AMBIENCE,,,negative
249,1476493:2,"the ambience was nice, but service wasn't so great.","ambience,service","AMBIENCE,SERVICE",AMBIENCE|SERVICE|AMBIENCE,great|service|nice,"positive,negative"
250,1486041:0,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",atmosphere,AMBIENCE,FOOD|AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|AMBIENCE,sushi|feel|nothing|special|like|atmosphere,positive
251,1486041:1,the owner and staff are all japanese as well and that adds to the entire ambiance.,"owner,staff,ambiance",AMBIENCE,AMBIENCE,well,"positive,positive,positive"
252,1500453:1,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,"trattoria,trattoria",AMBIENCE,,,"positive,positive"
253,1506491:2,check out the secret back room.,back room,AMBIENCE,SERVICE,back,positive
254,1538149:3,the service was excellent - friendly and attentive.,service,SERVICE,SERVICE|AMBIENCE|SERVICE,service|friend|excellent,positive
255,1543345:3,great staff.,staff,SERVICE,AMBIENCE,great,positive
256,1543345:4,always great service!,service,SERVICE,SERVICE|AMBIENCE|SERVICE,always|great|service,positive
257,1561259:1,but the staff was so horrible to us.,staff,SERVICE,,,negative
258,1561259:2,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,"hostess,waitress","SERVICE,SERVICE",FOOD|FOOD|FOOD|FOOD,every|ever|hostess|wait,"negative,negative"
259,1561259:3,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE,FOOD,wait,negative
260,1572033:1,decor is nice though service can be spotty.,"Decor,service","AMBIENCE,SERVICE",SERVICE|AMBIENCE|PRICES|AMBIENCE,service|decor|though|nice,"positive,negative"
261,1586174:6,the waitstaffs are nice though.,waitstaffs,SERVICE,PRICES|AMBIENCE|,though|nice|wait,positive
262,1603698:2,"both times i was extremely dissappointed by the service, which was boarderline rude.",service,SERVICE,SERVICE,service,negative
263,1606837:2,the service was attentive.,service,SERVICE,SERVICE,service,positive
264,1609375:2,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","svc,restaurant",SERVICE,,,"negative,positive"
265,1611489:3,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","atmosphere,NULL",AMBIENCE,AMBIENCE,atmosphere,"positive,negative"
266,1615322:4,the seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,AMBIENCE,SERVICE,sitting,negative
267,1615322:5,it's a rather cramped and busy restaurant and it closes early.,"restaurant,restaurant",AMBIENCE,PRICES,rather,"negative,negative"
268,1623276:0,patroon features a nice cigar bar and has great staff.,"cigar bar,staff","AMBIENCE,SERVICE",AMBIENCE|AMBIENCE,great|nice,"positive,positive"
269,1626564:3,waitstaff are very friendly.,Waitstaff,SERVICE,AMBIENCE|SERVICE,friend|wait,positive
270,1632445:3,the service is good and ambience is good for a date or group outing.,"service,ambience","SERVICE,AMBIENCE",PRICES|PRICES|SERVICE,good|good|service,"positive,positive"
271,1632929:4,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|AMBIENCE|SERVICE,open|there|special|asked|came|wait,positive
272,1632929:5,truly the mark of an attentive waiter.,waiter,SERVICE,SERVICE,wait,positive
273,1655521:1,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,atmosphere,AMBIENCE,PRICES|AMBIENCE|SERVICE|AMBIENCE|PRICES||AMBIENCE|PRICES,write|crowded|hate|great|almost|hesititate|atmosphere|would,positive
274,1655521:3,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE,AMBIENCE|AMBIENCE|PRICES|||AMBIENCE|SERVICE|PRICES|AMBIENCE,feel|like|make|freindly|freindly|little|wait|european|town,positive
275,1660047:0,"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","people,Cafe Noir",SERVICE,AMBIENCE|AMBIENCE,there|like,"negative,positive"
276,1660047:1,"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE,FOOD|SERVICE|SERVICE|FOOD|FOOD|SERVICE,every|service|served|ever|ever|wait,negative
277,1660047:2,"the waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE,PRICES|PRICES|PRICES|FOOD|FOOD,look|good|actually|wait|wait,negative
278,1660047:3,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE,PRICES|AMBIENCE|FOOD|SERVICE|SERVICE|SERVICE,almost|away|dinner|friend|manager|asked,negative
279,1660047:4,"we did tip, i guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE,SERVICE|,manager|wait,negative
280,1660047:5,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.","staff,Cafe Noir",SERVICE,AMBIENCE|PRICES|AMBIENCE|PRICES,great|good|place|would,"negative,positive"
281,1661043:4,decor is charming.,Decor,AMBIENCE,AMBIENCE|AMBIENCE,charm|decor,positive
282,1662726:0,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE,SERVICE|PRICES|SERVICE|PRICES,service|ever|back|week,negative
283,1662726:1,"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE,PRICES|SERVICE|SERVICE|SERVICE|PRICES|AMBIENCE|SERVICE,much|manager|asked|greeting|without|came|smile,negative
284,1671113:2,"i have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE,FOOD|PRICES,hostess|make,negative
285,1671113:3,"if the weather is nice, try to snag an outside table.",outside table,AMBIENCE,AMBIENCE,nice,positive
286,1671113:4,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","staff,staff,unisex bathroom","SERVICE,SERVICE,AMBIENCE",FOOD|AMBIENCE|AMBIENCE|PRICES|FOOD|PRICES,bathroom|seemed|nice|need|clean|really,"positive,negative,negative"
287,1700205:2,"considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE,PRICES|AMBIENCE|AMBIENCE|SERVICE,made|there|feel|wait,positive
288,1702257:3,friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE,PRICES|AMBIENCE,actually|friend,positive
289,1706644:4,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.","back patio,music","AMBIENCE,AMBIENCE",AMBIENCE|SERVICE|AMBIENCE|AMBIENCE,there|back|music|well,"positive,positive"
290,1707201:2,the place was nice and calm.,place,AMBIENCE,AMBIENCE|AMBIENCE,place|nice,positive
291,1707201:3,but the service was a bit slow.,service,SERVICE,SERVICE,service,negative
292,1707741:3,service was also very good.,Service,SERVICE,PRICES|PRICES|SERVICE,good|also|service,positive
293,1718513:3,"the back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|AMBIENCE,garden|garden|sitting|back|area,positive
294,1727363:2,an excellent service,service,SERVICE,SERVICE|SERVICE,service|excellent,positive
295,1728733:1,we were greeted promptly by the waiter who was very nice and cordial.,waiter,SERVICE,SERVICE|AMBIENCE|SERVICE,prompt|nice|wait,positive
296,1730127:2,"always a nice crowd, but never loud.","crowd,NULL",AMBIENCE,SERVICE|SERVICE|AMBIENCE,always|ever|nice,"positive,positive"
297,1748839:1,"immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,SERVICE,SERVICE,wait,negative
298,430342:1,"kind, attentive wait staff.",wait staff,SERVICE,SERVICE,wait,positive
299,433878:3,the counter service is bad.,counter service,SERVICE,SERVICE,service,negative
300,436868:3,"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","place,room,clerks","AMBIENCE,SERVICE",PRICES|AMBIENCE|AMBIENCE,offer|place|there,"negative,negative,negative"
301,445960:0,"this is such a lovely, peaceful place to eat outside.",place,AMBIENCE,AMBIENCE,place,positive
302,445960:1,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,restaurant,AMBIENCE,AMBIENCE|FOOD|AMBIENCE|AMBIENCE,green|lawn|look|statue,positive
303,445960:4,"this is a great place to take out-of-towners, and perfect for watching the sunset.",place,AMBIENCE,AMBIENCE|AMBIENCE|PRICES|,great|place|take|town,positive
304,449802:5,but who says murray's is anything about service.,service,SERVICE,SERVICE,service,negative
305,454704:1,the service is awful.,service,SERVICE,SERVICE,service,negative
306,464342:1,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,SERVICE,AMBIENCE|SERVICE|SERVICE|PRICES|FOOD|SERVICE|PRICES,open|manager|asked|take|sandwich|told|elsewhere,negative
307,475298:0,"good, fast service.",service,SERVICE,PRICES|SERVICE,good|service,positive
308,475298:3,the location is perfect.,location,AMBIENCE,,,positive
309,475512:2,"well, this place is so ghetto its not even funny.",place,AMBIENCE,AMBIENCE|PRICES|AMBIENCE,place|even|well,negative
310,476473:2,great atmoshere and worth every bit.,"atmoshere,NULL",AMBIENCE,AMBIENCE|PRICES|PRICES,great|every|ever,"positive,positive"
311,483111:0,winnie and her staff are the best crew you can find serving you.,"staff,Winnie","SERVICE,SERVICE",PRICES,best,"positive,positive"
312,485767:1,"the service was attentive, yet discreet.",service,SERVICE,SERVICE,service,positive
313,485966:1,the place was quiet and delightful.,place,AMBIENCE,AMBIENCE|FOOD,place|delight,positive
314,490565:1,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,SERVICE,AMBIENCE|SERVICE,part|wait,positive
315,490565:3,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",late night atmosphere,AMBIENCE,AMBIENCE|AMBIENCE|FOOD|PRICES|AMBIENCE,part|atmosphere|delight|best|night,positive
316,490565:5,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,AMBIENCE,PRICES|AMBIENCE|AMBIENCE|AMBIENCE,good|music|night|take,positive
317,493013:6,in summer-eat outside on a terrace (another great feature of suan)!!!,terrace,AMBIENCE,AMBIENCE|AMBIENCE|,terrace|great|summer,positive
318,493514:0,i cannot imagine a friendlier staff working in a restaurant.,staff,SERVICE,AMBIENCE,friend,positive
319,496132:1,the setting is casual and romantic.,setting,AMBIENCE,AMBIENCE,setting,positive
320,498657:4,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.","wait,atmosphere,NULL","SERVICE,AMBIENCE",AMBIENCE|AMBIENCE|SERVICE|AMBIENCE,like|atmosphere|wait|town,"negative,negative,negative"
321,503807:5,the service was friendly and the atmosphere was casual.,"service,atmosphere","SERVICE,AMBIENCE",AMBIENCE|SERVICE|AMBIENCE,atmosphere|service|friend,"positive,neutral"
322,507844:0,this place would be so much better served by being run by a group that actually understands customer service.,customer service,SERVICE,AMBIENCE|SERVICE|SERVICE|PRICES|PRICES|PRICES|PRICES,place|service|served|better|actually|much|would,negative
323,507844:4,"terrible, terrible management - deserves to be shut-down.","management,NULL",SERVICE,,,"negative,negative"
324,507937:3,service is fast and friendly.,Service,SERVICE,SERVICE|AMBIENCE,service|friend,positive
