,0,aspect,prediction
306,"i did quite a bit of research before buying this camera , and this one had everything i was looking for . ",,
307,"it 's easy for beginners to use , but has features that more serious photographers will love , so it 's an excellent camera to grow into . ",use!+|camera!+,camera!excellent|camera!easy
308,"it 's light weight enough to take with you everywhere , but powerful enough to get outstanding pix . ",weight!+|picture!+,pix!outstanding|weight!light
309,"i love the continuous shot-mode , which allows you to take up to 16 pix in rapid succession -- great for action shots . ",continuous shot mode!+,shot-mode!love|succession!rapid
310,i 'm amazed at the photo quality -- prints are indistinguishable from 35mm prints . ,photo quality!+,mm!indistinguishable|quality!photo
311,"i only have one complaint , and that is the 8mb card included . ",8mb card!-,card!complaint|complaint!card
312,8mb for a camera like this is a joke . ,8mb!-,8mb!joke|camera!joke
313,a card with more memory is a must . ,,
314,"a minor quibble , since most cameras on the market still only include the 8mb cards . ",,
315,"if you do any research into digital cameras , you 'll quickly find that this camera is just about the best value out there . ",,value!best|camera!best
316,these are the reasons i think it 's great : ,,
317,1 it has all the features an amatuer-photo-enthusiast would want . ,feature!+,
318,2 it is easy enough for my grandmother to use . ,use!+,
319,3 it is very compact but the controls are so well designed that they 're still easy to use . ,size!+,
320,4 it has optional lenses like wide angles and extra zooms . ,,
321,"5 for "" digital film "" it uses compact flash cards , which are easy to find , cheap , reliable and supported by many other devices you may have at hoome . ",,flash!compact|film!digital
322,6 the nikon-coolpix-line is a well-established line so you know support and parts are going to be available even when nikon releases a newer model . ,nikon support!+,line!well-established|nikon-coolpix-line!well-established|model!nikon|nikon!model
323,7 picture-quality is excellent . ,picture quality!+,picture-quality!excellent
324,8 battery-life is excellent . ,battery life!+,battery-life!excellent
325,9 3x built-in optical zoom is a lot for this price-range . ,optical zoom!+,|zoom!built-in|lot!built-in|3x!lot
326,10 great price for all the features . ,price!+,price!great
327,here 's what you may miss or be annoyed by with this camera : ,,
328,1 no direct firewire to the camera . ,firewire!-,|firewire!direct|camera!direct
329,"there is usb , though . ",,
330,"2 the camera is so small that when you attach some lenses i have the 19mm-wide-angle -- wc-e 68 , the optical viewfinder is partially obscured . ",viewfinder!-,|camera!small|viewfinder!optical
331,"this does n't affect the picture , of course . ",,
332,you just have to use the lcd-viewfinder to see the whole picture . ,,|picture!whole
333,it 's no problem for me personally . ,,
334,3 battery has to be removed to recharge . ,,
335,"4 an ac-adapter for powering the camera while the battery 's out is not included , although one can be purchased separately . ",,
336,5 two different adapters -- ur-e 4 and ur-e 7 -- are required for some attachment lenses . ,,
337,"most of these "" annoyances "" , though , are comparable to what you 'll find on other cameras in this price-range . ",,|price-range!other
338,"i am new to the whole digital camera-thing ; well , new to the whole camera-thing period , really . ",,|camera-thing!whole|period!whole
339,"this camera was affordable , very easy to learn , and produces spectacular images . ",price!+,camera!affordable
340,the auto-mode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have n't played with it too much on manual . ,auto mode!+,auto-mode!good|scene!versatile|mode!manual|mode!versatile
341,it 's size also makes it ideal for travel . ,size!+,size!ideal
342,"overall the nikon 4300 is a very dependable , robust , and useful little camera . ",camera!+,camera!useful
343,awesome camera with huge print-quality in a tiny package . ,camera!+|print quality!+,camera!awesome|print-quality!awesome|package!awesome
344,"the same 4mp chip from the 4500 camera , plus a 3x-zoom with the ability to expand upon that with extenders , great closeup-mode , long lasting rechargable battery , etc etc. ",closeup mode!+|battery!+,|chip!same|camera!same|3x-zoom!chip|ability!chip|battery!long
345,"in my opinion it 's the best camera for the money if you 're looking for something that 's easy to use , small good for travel , and provides excellent , sharp images . ",camera!+,camera!best|opinion!best|money!best
