,review,target,dp,dp_clause
184,"as with taking digital pictures , i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect-compactflash and other digicam-brand . ",,notice!issue|notice!errors|compactflash!errors|digicam-brand!effect-compactflash,notice!digital|compactflash!errors|digicam-brand!effect-compactflash
185,"in terms of the shots taken , this camera is insanely great ! ",shot!+,camera!great,|camera!great
186,the pictures are fabulous and their is a ( short ) learning curve to it ; there are tons of features i have n't even gotten to . ,picture!+,,curve!short|learning!short
187,"in terms of the important accessories , i got myself an the extra litium-battery . ",,|litium-battery!extra,litium-battery!extra
188,"based on my used , 1 full charge was enough for at least 255 shots . ",,charge!enough,charge!full
189,my only suggestion is to get a lens-protector to help protect the shooting-lens ( the lens-coating will wear out after so many clean wipes ) and i 'm getting the those ( 52 mm-adapter and uv-lens-filter ) at lensmateonline.com . ,,|suggestion!only,suggestion!only
190,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens-barrel does obstruct part of the lower left corner in the lens-viewfinder ; however , the lcd-viewfinder is rather stunning and i find myself rarely using the lens-viewfinder . ",viewfinder!-,lens-barrel!obstruct|corner!obstruct|part!obstruct|part!left|lcd-viewfinder!stunning|lens-viewfinder!left,lens-barrel!obstruct|corner!obstruct|part!obstruct|part!left|part!lens-barrel|lcd-viewfinder!stunning|lens-viewfinder!left
191,"( 2 ) there are , actually , several differences between the g2 and g3 , such as differences in continuous shooting , the optical lens , the control-layout , playback-zoom , image-processing , and so on . ",,|lens!optical|control-layout!optical|playback-zoom!lens|image-processing!optical,lens!optical|g2!several|shooting!continuous|shooting!several|g3!g2|control-layout!optical|control-layout!lens|playback-zoom!optical|playback-zoom!lens|image-processing!optical|image-processing!lens
192,"although you may think you 're dealing with amazon , you 're dealing with some second rate-store that you 've never heard of . ",,|rate-store!second,rate-store!second
193,"they said it is in stock , but they are "" too busy "" . ",,,stock!busy
194,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . ,viewfinder!-,|corner!bottom|picture!bottom,bottom!left|picture!left|corner!bottom
195,i called the canon technical service-center to see if i had a defective camera . ,,camera!defective,camera!defective|service-center!technical|canon!technical
196,"i 've been using a powershot-s330 for nearly a year , and wanted to upgrade to a 4 or 5 megapixel-camera with a longer zoom , more adjustability , a hot shoe for an external flash , and a remote control . ",,shoe!hot|zoom!hot|flash!external|flash!hot|control!zoom,shoe!hot|zoom!hot|flash!external|flash!hot|control!zoom|flash!zoom
197,"i looked at both the nikon coolpix 5700 and the canon-g3 , and decided on the g3 due both to ergonomics ( much more comfortable to hold and use ) and the price . ",,|g3!due|coolpix!nikon|canon-g3!nikon,|coolpix!nikon|canon-g3!nikon|g3!due
198,"the larger lens of the g3 gives better picture-quality in low light , and the 4-times optical zooms gets you just that much closer . ",lens!+,picture-quality!better|light!better|lens!picture-quality,lens!picture-quality|picture-quality!lens
199,"i also purchased a good sturdy tripod : the combination of the new camera , tripod and remote control enabled me to take some remarkable indoor , natural-light portraits i never would have attempted before . ",,tripod!good|camera!good|control!remote|combination!new,natural-light!remarkable|tripod!new|combination!new|tripod!good|camera!new|camera!good|camera!tripod|control!tripod
200,the hot shoe-flash-attachment allowed me to buy and use a sophisticated flash-unit : ,hot shoe flash!+,shoe-flash-attachment!hot|flash-unit!sophisticated,flash-unit!sophisticated|shoe-flash-attachment!hot
201,"this has made the greatest difference in the quality of my photographs : the built-in flash on any of these cameras gives you flat photos , red-eye , and annoying shadows ; a good add-on flash-unit can be bounced off the ceiling or wall for pleasing , almost-natural lighting . ",,difference!greatest|quality!greatest|flash!built-in|red-eye!flat|flash-unit!good,flash-unit!good|red-eye!flat|red-eye!annoying|difference!greatest|quality!greatest|flash!built-in
202,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse : ",battery!+,|powerhouse!real|battery!real|g3!powerhouse,powerhouse!real|battery!real|g3!powerhouse
203,"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery . ",battery charging system!+,|type!different|system!different|g3!type,type!different|system!different|g3!type
204,"i have yet to try using all of the adjustment options : shutter-priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . ",manual!+,manual!clear|shutter-priority!light|priority!shutter-priority|metering!shutter-priority,manual!clear|shutter-priority!light|metering!light|priority!shutter-priority|metering!shutter-priority
205,"you can use this camera-right out of the box on the automatic setting , or slowly get comfortable with the manual settings and what they can do . ",,,|setting!automatic
206,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . ",highlight!-,,g3!only
207,( i 'm starting to think that this may just be one of the weaknesses of all digital photography at this level . ) ,,|photography!digital,photography!digital
208,i can imagine that they 'd fill up my ibook 's internal memory pretty quickly . ,,|memory!internal|ibook!internal,memory!internal|ibook!internal
209,"at the same time i purchased this camera i also bought adobe 's photoshop elments 2.0 software , and can 't praise it highly enough . ",,|time!same|t!same,time!same|t!same
210,"and as i said in my review of the s330 , all of these digital cameras are easier to use with apple computers . ",,,review!digital
211,"the bottom line : if you 're serious about your digital photography , or been bitten with the bug after using a digital point-and-shoot , this may be just the camera for you . ",,|line!bottom|camera!bottom|photography!digital|photography!point-and-shoot|point-and-shoot!photography,photography!digital|photography!point-and-shoot|line!bottom|camera!bottom|point-and-shoot!photography
212,i 've now had the camera for two months and i 'm even more pleased with it . ,camera!+,,camera!pleased
213,"if you do n't have a gray card , you can use a plain white piece of paper . ",,|card!gray|paper!plain|piece!plain,piece!white|paper!white|card!gray
214,"i also discovered the exposure-bracket-setting , which enables you to take three exposures with one press of the shutter : the first at the camera-determined exposure , then one lighter and one darker . ",,exposure-bracket-setting!lighter|exposure!camera-determined,|exposure!camera-determined
215,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . ",camera!+,camera!comfortable,|camera!comfortable
216,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 ( both of which lack the quality , feel , or features of the g3 ) , i ultimately chose the g3 because of its outstanding image-quality ( resolution and coloration are superior ) . ",,quality!lack|coloration!superior|image-quality!outstanding|resolution!coloration|coolpix!quality|sony!coolpix|comparison!nikon,image-quality!outstanding|resolution!superior|coloration!superior|coolpix!nikon|comparison!nikon|quality!lack|sony!coolpix
217,"it beats the competition in almost every area including battery-life , enthusiast features , external flash capabilities , available storage types , image formats , and more . ",,storage!available|flash!external,area!battery-life|flash!external|storage!available
218,this is a camera you will need to study and use in order to fully exploit its many features . ,,,camera!exploit
219,"it can be a point-and-shoot camera , but if you do not intend to "" get into "" it 's finer features , i 'd suggest a less enthusiast featured choice . ",,camera!enthusiast|enthusiast!camera,enthusiast!enthusiast|camera!point-and-shoot
220,"the canon-g3 improves in almost all ways on the g1 and g2 before it , and in fact beats the nikon coolpix 5000 in performance ( picture-quality and battery-life ) -- which is amazing because the 5000 is a 5 megapixel-camera and the canon is a 4 megapixel-camera . ",,canon-g3!improves|coolpix!nikon|fact!coolpix|performance!coolpix,coolpix!nikon|canon-g3!improves|fact!coolpix|performance!coolpix
221,"the canon allows you to change lenses , and it accepts the ibm-microdrive ( type ii compact flash ) , so you can have up to 1 gigabyte of storage . ",,flash!compact|type!compact|canon!ibm-microdrive,flash!compact|canon!ibm-microdrive|type!compact
222,the battery-life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen . ,battery life!+,|anything!else,nikon!battery-life|anything!else
