,0,aspect,prediction
333,it 's no problem for me personally . ,,
334,3 battery has to be removed to recharge . ,,
335,"4 an ac-adapter for powering the camera while the battery 's out is not included , although one can be purchased separately . ",,
336,5 two different adapters -- ur-e 4 and ur-e 7 -- are required for some attachment lenses . ,,ur-e!different|ur-e!different
337,"most of these "" annoyances "" , though , are comparable to what you 'll find on other cameras in this price-range . ",,
338,"i am new to the whole digital camera-thing ; well , new to the whole camera-thing period , really . ",,camera-thing!whole|period!whole
339,"this camera was affordable , very easy to learn , and produces spectacular images . ",price!+,camera!affordable
340,the auto-mode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have n't played with it too much on manual . ,auto mode!+,mode!manual|scene!versatile|auto-mode!good
341,it 's size also makes it ideal for travel . ,size!+,
342,"overall the nikon 4300 is a very dependable , robust , and useful little camera . ",camera!+,nikon!robust
343,awesome camera with huge print-quality in a tiny package . ,camera!+|print quality!+,
344,"the same 4mp chip from the 4500 camera , plus a 3x-zoom with the ability to expand upon that with extenders , great closeup-mode , long lasting rechargable battery , etc etc. ",closeup mode!+|battery!+,
345,"in my opinion it 's the best camera for the money if you 're looking for something that 's easy to use , small good for travel , and provides excellent , sharp images . ",camera!+,something!easy|travel!good|camera!best|opinion!best
