,0,aspect,prediction
328,"and the remote is cheap and cheasy - not sure how long it 'll last , but for 50 bucks what the heck ! ",remote!-,
329,this thing plays everything i feed it . ,play!+,
330,"compusa , memorex , fuji . ",,
331,plays them all . ,,
332,i ordered 2 . ,,
333,i wanted a dvd-player that had basic features and would be able to play dvd - r-format-disc 's that i had made myself . ,,
334,when i 1st tried it i found that it had no problem playing the more expensive dvd - r media disc 's that other players would play but to my surprise was able to play cheep media that i had burned that i could n't get to work before in anything but the dvd-burner itself that i had made the disc with . ,format!+,dvd!expensive|problem!dvd
335,"easy to use , small form-factor , and looks good to boot . ",use!+|size!+,form-factor!easy
336,very happy ! ,,
337,i wish i could give negative stars ! ,,
338,i bought this dvd-player in november . ,,
339,i have an apex-ad600 for a few years now which still works great today . ,,
340,i figured with a great first product and with this one having more features than the 600 i would buy one . ,,product!great
341,what a mistake ! ,,
342,after about an hour it starts skipping like the dvd 's are dirty . ,player!-,dvd!dirty
343,i 've tried several dvd 's and even new ones do the same thing . ,,dvd!several|dvd!new|thing!same|thing!dvd
344,i have ice-age and it keeps telling me no disc . ,no disc!-,
345,i 've tried someone elses and the same thing happens . ,,thing!same|someone!thing
346,i tried e-mailing apex and they come back saying undeliverable . ,customer service!-,
347,i 've tried leaving questions on their site never to have them answered . ,customer service!-,
348,"i just want to at least try an exchange but you can 't get through to their number , it 's always busy . ",,
349,"that makes sense though , with all the substandard products they make . ",,
350,do not buy this product or any apex-product unless you are looking to be frustrated and lose money ! ,,money!lose
351,i bought this as a gift for my sister . ,,
352,it has never worked . ,player!-,
353,"i 've attempted to connect this unit to several different tvs , using a multitude of connection methods , and i still can 't get a video-signal from the machine . ",player!-,t!several
354,i highly regret trying to save a few $ with this purchase . ,,
355,purchased the ad-2600 about a month ago and have had numerous problems with it . ,player!-,
356,the most recent is that it will stop responding to the on/off button . ,on/off button!-,|button!on/off
357,the light goes from red to green but no display or any operation whatsoever . ,,
358,i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again . ,,
359,i 've registered this unit at www.apexdigialinc.com and listed the problem . ,,
360,they claim to respond in a 24 hour-period yet it 's been 2 weeks without a reply . ,customer service!-,
361,i 've sent 10 e-mails to their customer-service-department requesting an ra with no response . ,customer service!-,
362,"i 've called the service-number and if it 's not busy , it rings forever then eventually dumps you . ",,
363,once i actually got to an answering-machine and left a message . ,,
364,still no response . ,,
365,i will never purchase anything from this company ever again and have logged my complaint with the bbb . ,,
366,i bought this player as a christmas present for my wife . ,,|christmas!present|wife!christmas
367,3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd-player froze . ,player!-,disk!first|way!first
368,now it will not load any disk or just says that there is no disk . ,player!-,
369,"have tried to contact apex via e-mail ( customerservice@apexdigital.com ) , but the e-mail address is not valid . ",customer service!-,
370,"have tried calling ( 866-4apexgo ) , but can 't get through . ",customer service!-,
371,"this product sucks , the customer-service from apex sucks . ",player!-,apex!sucks|product!sucks
372,"i should n't have been cheap , should have bought a toshiba . ",,
373,i bought this product from amazon . ,,
374,"after using it for just a month , i could not play any dvd . ",play!-,
375,i can only hear the sound but no picture ! ,picture!-,
376,their customer ( www.apexdigitalinc.com ) service is very poor . ,customer service!-,service!poor|customer!poor
377,"no contact-phone-number , only eamil contact which did not respond me . ",,
378,i bought this player during a christmas-sale at an excellent price . ,,price!excellent
379,"however , i should have followed my instincts : ",,
380,you get what you pay for . ,,
381,one of the dvd 's i received as a christmas present kept freezing . ,dvd!-,|christmas!present
382,some dvd 's i rented would not play . ,dvd!-,
383,"now , i suddenly have no picture . ",,
384,i will say this . ,,
385,"when the player was working it was great ,but . ",player!-,
386,the physical appearance of this apex compared to one previous ( ad1100w ) is most appreciated . ,,
387,"the prior one looked and felt lightweight , cheesy , and assembled by the oppressed : ",,
388,i purchased it for it 's easy ability to accept cd-r hacks . ,,ability!easy|ability!hacks
389,"i used it lightly , and it lasted just over one year ( forgot to kill the power one day , and now it only plays dvds ). ",,power!kill|day!power
390,back to the 2600 : ,,
391,1 . ,,
392,it does n't smell like burning plastic when you open the drive . ,smell!+,plastic!burning
393,2 . ,,
394,without a doubt the finest looking apex-dvd-player that i 've seen . ,look!+,
395,3 . ,,
396,"excellent picture-quality - on par with my pioneer , panasonic , and jvc players . ",picture quality!+,picture-quality!excellent|par!excellent
397,4 . ,,
398,"remote : you can stand it on end ( harder to lose ) , and it 's far better designed than the 1100s . ",remote!+,
399,"anyway , the initial impression is much better than when i opened the box on the 1100 over a year ago - you can telll that apex is trying harder to improve their product . ",,impression!better|product!improve
400,"i 'd have given it 5 stars , but i 'm waiting to see if this one holds up to more frequent use than the last one : ",,|use!frequent
401,"with progressive scan , i expect it to play-play play - and give my old pioneer a rest . ",,pioneer!old|rest!pioneer
402,"first of all , i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed . ",dvd!-,|christmas!present|girlfriend!christmas
403,"unlike some of the other people who received a "" lemon "" , my dvd-player came in perfect working condition . ",player!+,condition!perfect|condition!dvd-player
404,"as a whole , the dvd-player has a sleek design and works fine . ",design!+,design!sleek|design!dvd-player|fine!works|dvd-player!design
405,what disappointed me is the fact that it does not seem to read certain dvds . ,dvd!-,
406,"for example , i tried playing my new "" pirates of the carribean "" extra features dvd , but this dvd-player can not read it . ",read!-,|dvd!new|carribean!extra
407,"at first i thought it is only a isolated incident , but i was proven wrong when the player would not read my "" alias "" dvds as well . ",read!-|dvd!-,incident!isolated
408,this player seems to work fine with everything else . ,player!+,
409,so i do n't understand why it would not work with dvds that seem to have more features in them . ,,
410,"because of this , i am disappointed and would not recommend this product . ",player!-,product!recommend
411,i had apex regular ( non-progressive ) dvd-player for two years . ,,
412,had no problem with it . ,,
413,"now , i thought it 's time to upgrade . ",,
414,"so , i bought apex-ad-2600 in november ' 03 from amazon . ",,
415,it 's running great for all the dvds i have and rented . ,run!+|dvd!+,
416,i have a dvd-burner . ,,
417,"i think , apex is the best dvd-player you can get for the price . ",dvd player!+,apex!dvd-player
418,some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks ! ,,
419,most of them are already switched to apex and they are happy . ,apex!+,
420,if you are skeptical about trying apex . ,,
421,take my words and give it a try . ,,
422,hopefully you wo n't regret . ,,
423,goodluck ! ,,
424,i bought this to replace an expensive ( $ 300 + ) onkyo dvd-player that quit after only 3 years ! ,,
425,this has so many capabilities that you 'll always have room for new technologies as they evolve . ,player!+,room!new
426,"i use this with a home-theater-system and it 's amazing how it sounds , the picture-clarity is unmatched ! ",sound!+,home-theater-system!unmatched|picture-clarity!unmatched
427,so much packed in a small case and very affordable ! ,case!+,case!small
428,worked for two weeks . ,,
429,after two weeks the picture kept freezing . ,picture!-,picture!freezing|freezing!picture
430,spend the extra 20 $ and buy a name-brand-dvd player . ,,|player!name-brand-dvd
431,apex sucks ! ,apex!-,apex!sucks
432,only the cheap and poor would buy one . ,,
433,unit worked great for 3 weeks then video output failed . ,player!-,output!failed|unit!worked
434,i got one of these to serve as a second dvd-player in my house . ,,
435,"it 's a compact , attractive machine and was easy to set up . ",size!+,machine!compact
436,"basic usage is easy , but the remote has a lot of buttons that i have n't used . ",usage!+,lot!remote|usage!easy
437,"so far , we 've only used this player a few times to watch movies and it has worked fine . ",player!+,fine!worked
438,"the picture is clear , bright and sharp and the sound is good . ",picture!+,picture!bright|sound!good
439,"again , though , it has only been used sparingly . ",,
440,"the catch is that , while it plays movies just fine , it has refused to read second discs with the movie "" extras "" on them on the two occaisions when i tried to do that . ",read!-|disc!-,
441,it 's not a big deal for me . ,,|deal!big
442,i simply watched the extra features on another player . ,,|player!extra
443,"had this been my only dvd-player , though , it would have been a real problem . ",,
444,"as it is , i 'm keeping the machine . ",,
445,"it works well enough ( so far ) for me to be satisfied with it , and it 's possible that i 'm missing something . ",player!+,
446,"but i would expect that , since my movie discs have all played with no problem , the extras discs would , too , without any additional tweaking . ",,
447,i 'm giving this player cautious recommendation . ,player!+,player!recommendation|recommendation!player
448,there are a lot of things i like about it . ,player!+,
449,"be advised , however , that you may encounter problems . ",,
450,received apex-dvd and the picture was great when set up with s connector . ,picture!+,picture!great
451,the remote is a little hard to understand . ,remote!-,
452,"my jpeg pictures are viewable ( not so sharp and vivid ) on my 27 "" screen but seem not as clear as when i view them on my 17 "" monitor . ",jpeg picture!-,jpeg!viewable
453,so far the dvd works so i hope it does n't break down like the reviews i 've read . ,dvd!+,dvd!works
454,"prior to christmas , it seems the reviews were very good but after that it seems the reviews went bad ! ",,
455,i would n't gotten this dvd based on the reviews i read after christmas . ,,
456,video output stopped workin . ,video output!-,output!video
457,"this was an awesome player , before the video output no longer worked ( after about 3 weeks ) . ",video output!-,player!awesome|output!awesome
458,"i might have gotten a lemon , but this is not the first report of video output-failure on this machine . ",,report!first|output-failure!first|machine!first|machine!report
459,"i am returning it , and again in the market for a multiformat dvd , svcd , vcd , mp3 , etc. player . ",,|dvd!multiformat|market!multiformat|svcd!multiformat|svcd!dvd|vcd!multiformat|vcd!dvd|mp3!multiformat|mp3!dvd|player!multiformat
460,what a disappointment ! ,player!-,
461,i bought the apex ad-2600 dvd-player for the family for christmas . ,,family!dvd-player
462,set up was easy and we enjoyed it for just over a week . ,set up!+,
463,there was occasionally a lip-sync issue ( the lips were n't moving in time to the dialogue ) . ,lip-sync!-,
464,"but after 10 days , the sound worked , but the video quit working . ",video!-,sound!worked
465,amazon was wonderful about picking it up the next day and paying for the return-shipping . ,amazon!+,amazon!wonderful|day!next
466,"perhaps this experience will teach me not to buy "" off "" brands . ",,
467,"i 'm editing my review , because now i wish i read the manual before returning the player i bought for my girlfriend . ",,
468,the button on the remote to switch from pal to ntsc was undoubtedly my problem . ,,button!problem
469,now i may buy two ! ,,
470,( my orignal review is below : ) ,,|review!orignal
471,"great feature-list , poor reliability . ",feature!+,reliability!poor|reliability!great
472,"output went black and white only via both s-video and composite connections , and with no v-hold . ",output!-,
473,thankfully amazon has free return-shipping ! ,,return-shipping!free
474,retraction : said mine had silver plate : it does have display . ,display!+,
475,it works great . ,player!+,
476,i should have looked at it harder . ,,
477,i purchased two apex 2600 for christmas presents . ,,
478,so far we have only hooked up one of them . ,,
479,"the unit seems to play all formats that i have put in it ( jpeg , kodak-pic 's and dvd-r ) i have read other reviews and some good and soom not so good , but my feeling at this time is "" two thumbs up "" ! ",unit!+|format!+,|soom!good
480,( i guess only time will tell ? ) ,,time!only
481,p.s the remote control does seem to get confused at times and doesnt respond but it may be just operator-error ? ,remote!-,control!remote
482,what the hell is wrong with this thing . ,player!-,hell!wrong|thing!hell
483,i bought this thing because it plays everything . ,,
484,this is the third apex-dvd i bought . ,,
485,the first one was the 705 which i hacked successfully to play all region dvds and disable macrovision . ,,macrovision!disable|one!first
486,the second one was the 2500 which i think is better than the 2600 because it has more features such as karoake which i do use sometimes for parties . ,,one!second
487,but heck it plays my alias dvds . ,,
488,what the heck is up with the 2600 . ,,
489,it suppose to play everything . ,,
490,wrong ! ,,
491,by the way my alias dvds are legit too not no bootleg from the internet . ,,
492,i 'm sending this pup back to amazon and looking for the 2500 on ebay . ,,
493,you should too . ,,
494,forget about the sleek looks if it can 't play some of your real dvds. ,play!-|dvd!-,
495,i bought the 2600 because it plays everything ! ,,
496,"well , within 45 days the video output quit working ( both rca & optic ) . ",video output!-,output!video|working!output
497,"so now it still plays everything , you just can 't see it ! ",video output!-,
498,we ordered two apex-ad-2600 's for our family for christmas - finally decided to join the rest of the world and watch-dvd 's - well . ,,
499,"the first one we installed did n't work , and our kids were devastated to say the least . ",player!-,
500,the second one is up and running . ,,
501,"it seems to be working fine , but we 've not used it all that much . ",player!+,
502,i am returning the broken one today . ,,
503,i will not be ordering another one to replace it . ,,
504,update : january 27th 2004 - the second one crapped out only after a week - dont buy this product ! ,player!-,|buy!dont|product!dont
505,"the player looked good right out of the box , offering lots of features and good styling . ",look!+,styling!good|player!right|right!player
506,i immediately had problems getting the player to recognize two of my favorite dvds . ,dvd!-,
507,"after "" loading "" for what seemed like a very long time , the display indicated "" no disk "" . ",,|time!long
508,"after multilple tries , one of the disks was finally recognized but video was poor and features not available . ",video!-,video!poor
509,only one disk played through to completion successfully . ,disk!-,
510,at $ 49 . ,,
511,i guess you get what you pay for . ,,
512,i 'd recommend against this unit . ,,
513,i ordered two of these puppies for christmas gifts . ,,
514,"when we tried to hook up the first one , it was broken - the motor would not eject discs or close the door . ",player!-|motor!-|disc!-,
515,strike 1 .,,
516,"when i tried to install the second dvd-player in my brothers house , that one didn "" t-work either ! ",player!-,
517,imagine my shock - and absolute instant-disdain for any products made by apex . ,apex!-,|instant-disdain!shock|shock!instant-disdain
518,the 2nd dvd-player had a faulty power-supply which caused to occasionally not turn on . ,power supply!-,power-supply!faulty|power-supply!dvd-player|dvd-player!power-supply
519,do not recommend . ,,
520,"what can i say , i bought the ad600 2 years ago and it was probly the best dvd-player ever , quality-design , stable , plus it uses a standard ide-interface so you can use an old dvd-drive from your computer if the player dies . ",,player!dies|quality-design!stable|dvd-player!stable|computer!dvd-drive|ad600!dvd-player|ide-interface!quality-design
521,in the last month i bought the apex-ad-1600 and the ad-1220 . ,,|month!last
522,and have returned both . ,,
523,the ad-1600 did n't work corectly from the start and the ad-1220 lasted about a week and a half before it started to act up . ,ad-1600!-|ad-1220!-,ad-1600!work|start!ad-1600|week!start|half!start
524,my recommendation is to wait on buying one from this company as they will surely get sent a message of many returned dvd players after christmas 2003 . ,,|message!many
525,"i hoping they will then begin building quality-dvd players again , as i do like them . ",,
526,it really does n't make any cents $ $ to build a great reputation then destroy it from lack a research and testing in one season . ,,reputation!destroy|testing!lack|research!lack|season!lack|research!testing|lack!testing
527,amazon is awaesome ! ,amazon!+,|amazon!awaesome
528,they refunded my $ $ $ so fast and paid for the shipping back . ,,shipping!refunded
529,what more could you ask for . ,,
530,"for the price , it 's a very nice dvd-player . ",dvd player!+,
531,"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ahwile . ",door!-,thing!annoying|ahwile!annoying|door!miss
532,it does play a wide range of formats as advertised which is very nice . ,format!+,
533,and so far have not had any problems with dvds not being able to play . ,dvd!+,
534,recommended to anyone looking to purchase a low priced dvd-player and not expecting any bells or whistles from a brand-name one like sony . ,,|sony!brand-name
535,i finally joined the 21st century and bought this dvd-player . ,,
536,i knew nothing about dvds before this but with this machine i figured it all out very quickly . ,,
537,i only wanted something to play dvds on but this machine has all these other features that i probably will never use but it 's nice to know that there 're there . ,feature!+,
538,the machine is very light and slim and fits nicely into my tv-stand . ,size!+,|machine!light
539,i 've had no problems at all so far and i 'm very happy . ,player!+,
540,i applied a $ 25 amazon-gift-voucher i got for christmas so i only ended up paying $ 29 for this machine . ,,
541,even if i had paid full price i would have considered this a good deal . ,,deal!good|price!full
542,"bought the apex-ad-2600 from amazon in 12/03 mainly on price , $ 49.99 - $ 10 rebate = $ 39.99 . ",,|rebate!=
543,that was a mistake . ,,
544,"we tried the "" finding nemo "" dvd and when we got to ~ chapter 28 , the frames started to freeze for no reason . ",dvd!-,
545,"cleaned the dvd , tried again , no luck . ",,
546,"i pulled out our old non-progressive scan toshiba , hooked it back-up and the "" finding nemo "" dvd works fine . ",,dvd!works|fine!works|nemo!works|fine!dvd
547,i agree with previous posts that you get what you pay for . ,,
548,i can 't-rate it one star only because when it does work it 's pretty good . ,player!-,
549,only owned it about two weeks so i expect we 're looking at getting another progressive scan dvd-player of higher quality very soon . ,player!-,
550,"i purchased the ad 2600 from another company last month and was very satisfied with my purchase , until last night . ",,month!last|night!last|night!month
551,i was watching pirates of the caribbean and decided to watch the extras disc . ,,
552,"the player kept displaying "" no disc "" , so i tried the disc in another machine and sure as @ # * ! ",player!-|no disc!-,
553,it worked . ,,
554,i even went as far as calling the technical support-number on the disc . ,,support-number!technical|disc!technical
555,the person i talked to suggested i take the dvd-player back and swap it out with another . ,,
556,"the other company is currently "" out of stock "" so i ordered another from amazon and will be taking the original back to the competitor-today . ",,company!other
557,hopefully the replacement from amazon will work just fine . ,,replacement!work|amazon!work
558,if not i will avoid apex products in the future . ,,
559,"besides the one problem , this machine is amazing ! ",player!+,machine!amazing|problem!machine
560,"it plays everything , even vcd 's . ",play!+,
561,if only it played stand alone avi files . ,,
562,if no problems occur with replacement-unit i will keep the 4 star-rating . ,,
563,if problem occurs again i will repost my new rating . ,,rating!new
564,"i will never use all the "" whistles and bells "" this machine is capable of . ",player!+,machine!capable
565,but for what i do use it is perfect . ,player!+,
566,"i was , however . ",,
567,"somewhat disappointed that i could not "" hook up "" to my sony multi brand remote commander . ",,commander!remote|sony!remote|hook!remote|brand!remote
568,small problem . ,,
569,"hi , many people are saying , "" you get what you pay for , i guess . "" ",,
570,well that is not true . ,,
571,you could have paid more and got a lot less . ,,
572,i paid $ 49 and now it 's $ 125 ! ,,
573,"you have to ask yourself , "" how much money is dissapointment worth ? "" ",,|money!worth|worth!much
574,"because , you will be dissapointed . ",,
575,"then you can say , "" my dissapointment only cost $ 39 . "" ",,
576,i think a $ 39 dissapointment is better then a $ 125 dissapointment ! ,,|dissapointment!dissapointment
577,"so , without further adoo . ",,
578,"1 ) frame freezes and the family yells , "" dad ! somethings wrong with the dvd player ! come quick ! "" ",freeze!-|player!-,frame!freezes
579,"2 ) the remote works , but then it does not work , and you are left standing there thinking you are doing something wrong . ",remote!-,something!wrong|something!works
580,3 ) you must press the play-button and hold it for a couple of seconds otherwise it will not work and you will think the whole unit is broken . ,,unit!whole
581,"4 ) it did play my jpeg photos but wow , trying to figure it out was really something ! ",,something!wow
582,5 ) this apex-model 2600 will not work with my universal remote control . ,universal remote control!-,apex-model!work|control!universal
583,i dare you to surf the net and find the code . ,,
584,"you will be told goldstar codes work , and you will be told zenith codes will work , and radio-shack will give you apex codes but they will not work . ",,zenith!work|goldstar!work
585,finally you will read a post somewhere that all codes are useless for the apex 2600 . ,code!-,
586,and then you will start to belive them . ,,
587,if this is your fist-dvd-player . ,,
588,save yourself some aggrivation . ,,
589,bought two ad2600 's for christmas . ,,
590,"one still works fine , the other quit after one day . ",player!-,day!works|fine!works|fine!other
591,owner 's manual has substandard troubleshooting guide . ,manual!+,manual!substandard|owner!substandard|guide!substandard|guide!manual
592,apex 's website is down and they wo n't answer their phone . ,customer service!-,
593,the dvd-player is fine . ,player!+,dvd-player!fine
594,"to get back to the menu of the dvd you have to press "" menu "" on the remote while the dvd is playing . ",,
595,"if the dvd is stopped , it will display "" playback only "" . ",,
596,"little inconveinent , but unlike other players i only paid 40 $ . ",,inconveinent!little|inconveinent!other
597,i purchased one of these to replace an ailing dvd-player that 's a few years old . ,,
598,"of course , i was hesitant given the price , but i 've been extremely impressed since receiving it , and bought a second one as a christmas present for my parents . ",player!+,christmas!present
599,"the picture is perfect , although i 'm not watching on an hdtv . ",picture!+,picture!perfect
600,it seems to be a little slow when identifying a new disc that 's inserted - maybe 10 seconds of wait . ,loading!-,|disc!new
601,"also , if you 're an audiophile , you 'll want to get your own cables because the supplied ones are thin and short . ",,
602,"but , dollar for dollar , this dvd-player is probably the best out there . ",player!+,dvd-player!best|dollar!dvd-player
603,i bought this for my dad for christmas . ,,
604,"when i hooked it up it only produced sound - a cd played fine , but with a dvd i only got the audio - no picture ! ",picture!-,cd!fine|dvd!sound|sound!dvd
605,let 's face it - when you want to watch a movie you want to see a picture . ,,
606,as i travelled internationally and did n't want to haul it back on a plane with me it was an expensive addition to the recycling bin . ,,addition!expensive|bin!expensive|plane!expensive
607,had to buy my dad a different dvd-player locally ( panasonic ) which worked just fine . ,,
608,save your cash - go for a brand that actually cares about their reputation . ,,
609,bought one for $ 49.99 . ,,
610,"seemed like a good deal , but this pos frequently cannot recognize dvds and music cds -- takes a long time loading and then concludes , "" no disc "" . ",dvd!-|no disc!-,time!long|deal!good
611,sent mine back . ,,
612,i 'd look elsewhere . ,,
613,"granted , i have only used this dvd-player for about 2 hours setting it up for my mom for christmas , but that was long enough for me to find problems with this dvd-player . ",dvd player!-,
614,"first , the player did not allow me to access the menus of dvds . ",menu!-,
615,"when i hit "" menu "" it told me , "" playback only . "" ",,
616,i actually had to re-open the drawer and close it to get back to the dvd-menu . ,,
617,this is extemely lame . ,menu!-,
618,the remote is flimsy-feeling and awkward to use . ,remote!-,flimsy-feeling!remote
619,"in addition , it only seems to work if you 're about five feet away from the player , although that may have been just the batteries that came with it . ",remote!-,
620,the player does seem to play dvds adequately enough . ,dvd!+,
621,"it also has an optical out , which it should . ",,
622,"i think for about $ 40 more , you can probably find a much better dvd-player than this though . ",,
623,"i purchased the apex 2600 after reading good reviews of it , both here and in other places . ",,
624,"after less than 24 hours it turned out to be a huge disappointment , for myself and for my parents , for whom it was a gift . ",player!-,
625,"it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches . ",dvd!-,
626,"both of the problem-dvd 's would repeatedly freeze during playback , while the counter on the player kept going . ",dvd!-,problem-dvd!freeze
627,one also exhibited extremely slow speed when going to the menu . ,speed!-,speed!slow
628,"these problems were consistent , and also not present on another dvd-player . ",,
629,the dvd-door would scratch the top of the disc every time it closed . ,door!-,top!scratch|disc!scratch|time!top
630,"there were a few attractive features , such as the small size and the layout of the remote . ",size!+,size!small|size!attractive|layout!small|layout!size
631,"all in all , trying to save some money on this player resulted in me shelling a great deal more when i purchased a much nicer dvd-vcr-combo player to make up for blazing crappiness of this very embarassing gift . ",player!-,player!nicer|deal!great|gift!embarassing|crappiness!embarassing
632,"i was impressed by this very inexpensive player.for the first three hours , and then it died . ",player!-,player.for!inexpensive
633,"i was told that it is no longer available , so there must be something really wrong with it . ",,something!wrong
634,i looked into buying an inexpensive dvd-player that had more than the standard set of features and this item seemed to be the best in that category . ,player!+,|set!standard|item!set
635,i just hooked it up and everything seemed to be going fine . ,player!+,
636,"there are a couple of quirks that were a bit annoying like having to actually press the power-button before the tray will open ( my prev. machine did it automatically ) , and the fact that the external display is too small and too faded to read from any significant distance . ",noise!-|external display!-,
637,"still , i was willing to overlook those things as this unit looks sleek and has a myriad of features ! ",look!+,
638,so i pop-in my first dvd and start to watch . ,,dvd!first
639,i get to chapter 34 and everything freezes ! ,freeze!-,
640,"ok , that happens , so i try to skip the chapter . ",,
641,nothing ! ,,
642,i try navigating to a chapter past 34 via the menu and it would n't do it ! ,player!-,
643,"i try navigating using the player 's built in menu , and it still would n't work ! ",player!-,
644,my next thought was that the dvd must be damaged . ,,thought!next
645,upon inspection i did find a small scratch on the surface and figured that to be the cause . ,,|inspection!scratch
646,i decided to check one more thing though and plugged in my 3-year - old unit again just to see . ,,unit!old
647,the dvd played without flaw through the chapter in question . ,,
648,i then played it through my ps2 and there was no problem there either . ,,
649,guess where this unit is headed ? ,,
650,"yup , right back for a refund ! ",,
651,i was so excited about the price and reviews of this dvd-player . ,,
652,"i am even a bit-technology oriented , so i thought it would be a breeze to set this up . ",,|breeze!bit-technology
653,"unfortunately , the player would not read any of my region one dvds. even though they were not damaged in any way . ",dvd!-|read!-,
654,i called apex 's support-number numerous times but it just kept ringing . ,support!-,|apex!numerous
655,"i hope that amazon will let me trade it for a different , more trusted brand of dvd-player . ",,brand!trusted|brand!different|dvd-player!different
656,this is probably one of the few dvd players at $ 40 that can play almost everything you throw at it . ,dvd player!+,dvd!few
657,the plus points are - ,,
658,1 . ,,
659,price ,,
660,2 . ,,
661,"ability to play most discs - i tried dvd , vcd , dvd-r , audio cd and it played all ",format!+,|cd!audio|dvd!audio|vcd!dvd|ability!dvd|dvd-r!dvd
662,3 . ,,
663,good looks ,look!+,
664,the downside - ,,
665,1 . ,,
666,"the build quality shows why its so cheap - small scratches on the base-plate , something that you would n't see on a sony and an overall plasticky feel ",quality!-,feel!plasticky|sony!plasticky
667,2 . ,,
668,"remote buttons are small and closely spaced , especially with the menu buttons . ",remote button!-,menu!small
669,"if these otherwise minor issues can be fixed , i would rate this a 5 star-machine . ",,
670,this is wonderful to have for your first dvd-player . ,player!+,
671,i brought it for my sister in college and she loves it ! ,player!+,
672,apex is the best cheap quality-brand for dvd players . ,apex!+,quality-brand!best|apex!best
673,"also , very light and portable . ",weight!+,
674,the one i purchased for a frend as a gift will not read any dvd-disc . ,dvd disc!-|read!-,
675,it will read and play all cd-audio-disc . ,read!+|cd audio disc!+,
676,guess i will return it for an exchange and hope for the best with the new one . ,,
677,so far not going to get a good review . ,,review!good
678,a disipointed customer . ,,|customer!disipointed
679,i have shopped with amazon before and have been very happy with their performance thus far . ,amazon!+,
680,i received the apex-ad-2600 before i expected . ,,
681,that is where my satisfaction ends . ,,
682,i bought the apex-ad-2600 because of the ability to play jpegs and it seemed like it was the most bang for the buck . ,,
683,"however , it has failed to deliver on quality . ",quality!-,
684,"it does not only have difficulty playing jpegs , it even has trouble properly playing dvd movies . ",jpeg!-,
685,"on several different occasions it has displayed "" no disc "" with a disc inside . ",no disc!-,
686,after reading several other reviews this appears to be relatively common . ,,
687,"i read in consumer reports that apex is a reliable brand , but with my experience and reading the other reviews , i think i will be doing a little more homework before considering another apex-product . ",apex!-,brand!reliable|apex!reliable|experience!reliable|experience!brand
688,"i am returning mine for a replacement , but if i receive another ad-2600 with the same or similar problems i will not only return it for a refund , but never buy another apex-product in the future . ",,
689,i guess you get what you pay for . ,,
690,the 2600 had false silver-plate instead of play-display . ,silver plate!-,play-display!false
691,the case had ad2600 . ,,
692,bait and switch . ,,
693,"picture on web-site clearly has the play-display pictured , yet false silver-plate . ",,
694,what is up . ,,
695,clearly a large lawsuit if i were so inclined . ,,
696,i feel that once i contact-amazon that they will get to the bottom of this . ,,
697,i just got it today and have tried to verify the claims of other reviewers . ,,
698,no go on most formats . ,,
699,it plays original dvds and cds and plays mp3s and jpegs . ,play!+|cd!+|mp3!+|jpeg!+,
700,"however , it does not play windows media and i can not get it to play any of my divx rips . ",play!-|windows media!-|divx rip!-,
701,"i guess that i can not complain since it does not actually claim to play vcd / svcd formats , but others say they can . ",,|guess!complain|vcd!svcd
702,"also , it was only $ 39.99 ( after rebate ) with free shipping and no tax so overall it is a decent player . ",player!+,shipping!free|rebate!free|player!decent|tax!free|tax!shipping
703,good quality-video . ,video quality!+,quality-video!good
704,bought this player after reading the reviews here which identify it as reading most formats including dvd + rw 's and vcd 's . ,,
705,"can 't say whether i rec 'd an "" updated "" model but it will not read dvd + rw 's or vcd 's for me . ",read!-|dvd!-|vcd!-,
706,it did play a dvd-r which was unplayable in my older philips machine . ,play!+|dvd-r!+,
707,i do n't have a dvd + r to try ,,
708,so . ,,
709,mixed bag i guess but the price was right . ,price!+,guess!right|bag!right|price!right|price!guess
710,this is the third apex-product i 've bought and they continue to impress for the price . ,price!+,
711,"it goes nicely with my apex 27 "" in my bedroom . ",,
712,"the build quality feels solid , it does n't shake or whine while playing discs , and the picture and sound is top notch ( both dts and dd5.1 sound good ) . ",build quality!+,notch!top|picture!top|dd5!good|sound!picture|sound!notch
713,"i paid twenty dollars more than the current price , and even then it was a steal . ",,
714,hooray ! ,,
715,think you need to pay a fortune for a good qulaity-dvd-player ? ,,qulaity-dvd-player!good|qulaity-dvd-player!fortune
716,"well , not with this one . ",,
717,"it looks really sleek and stylish , and does everything it claims . ",look!+|player!+,
718,i tried as bunch of different formats to see if it would play and it did . ,format!+,bunch!different
719,i am very pleased with this product and the price to match and have n't had any problems . ,product!+,
720,"there are really easy directions for setup and fiddling around with the picture , zoom-etc . ",direction!+,setup!easy
721,"so sit back , relax and brag to all your friends who paid a mountain of money for a dvd-player that can 't do half the things this one can , and for a fraction of the price ! ",dvd player!+,
722,"only problem , if you think it 's going to be delivered in the 24hrs amazon claims , do n't hold your breath . ",,breath!problem|problem!breath
723,otherwise it 'll get there the day you get back from the hospital ! ,,
724,"noiseless , lightweight and oh yeah . ",sound!+,
725,works great ! ,work!+|player!+,
