,0,aspect,prediction
318,"dim or bright , it would never take a picture after the birthday candles had blown out , after the tae kwon do kick broke the board . ",,board
319,canon 's g3 does it consistently . ,delay!-,
320,"it feels slow to focus , and unbearably slow to shoot . ",focus!-|shoot!-,
321,i challenge-anyone ( who is not in direct sun at the beach at noon ) to say it is fast and responsive . ,,
322,"and so i must ask , what are cameras for ? ",,
323,what task do they perform ? ,,
324,cameras capture moments . ,,
325,they stop time . ,,
326,"because once the moment is gone , it is not coming back . ",,
327,"the dive , the kick , the blow-out-the-candles moments are , to me , the reason for cameras . ",,
328,"a 35mm-film-camera captures the moments you want , while these digital cameras ( my friends now inform me ) all seem to capture the moment immediately following the one you asked to capture . ",,
329,"not all the time , but often enough to be a real problem . ",,
330,"like i said , when the moment is gone , it is gone . ",,
331,so buy the g3 . ,,
332,"buy it for fun , for lack of processing , because you want to use iphoto , or whatever . ",,
333,"but do not assume , as i did , that the g3 has the same ability as [ your current film-camera ] to stop the moment you choose . ",,|ability|g3|film-camera
334,"from a dime-store disposable to a top of the line-eos , all film cameras share this ability to capture the moment you tell them to . ",,
335,"unfortunately , this digital moment-capturing-device called the g3 sometimes captures the moment after the one you wanted . ",g3!-,|moment-capturing-device
336,this is my first digital camera and i could n't be happier . ,camera!+,|camera
337,i have but plan on selling my rebel-ti and all of the equipment with it . ,,
338,i love the quality of the pictures . ,picture quality!+,quality
339,they look fantastic . ,picture quality!+,
340,i can take better pictures with this then my rebel ti with a good lens . ,,lens
341,it 's just easier for me since i can make on the fly adjustments . ,,
342,the canon-g3 is perhaps the best 4mp camera out there . ,4mp camera!+,camera|canon-g3
343,"i 've tried the sony-s85 with the carl zeiss lens , but the pictures were too digital . ",,
344,"with canon , you get pictures that appear to be photos , not still camcorder shots . ",picture!+,
345,i love the eos based controls and easy menus . ,control!+,
346,i do n't need to go into exhustive review of this camera . ,,|review|camera
347,many before me have done that already . ,,
348,i agree with the positive reviews . ,,
349,but there are two things i do n't like about the camera that were not mentioned in any previous reviews . ,,
350,1 ) the included lens-cap is very loose on the camera . ,lens cap!-,lens-cap|camera
351,"though the instruction-booklet says that the camera should display "" lens "" when the cap and the camera are both on , the camera-lens extends out and simply takes the lens-cap off by itself . ",,
352,"i 'm concerned that with the easily removed lens-cap , i may damage the lens . ",,lens|lens-cap
353,very cheaply made . ,,
354,"2 ) the body-construction - buttons , casing , etc , are too plastic . ",body!-,
355,the g2 was better in this respect . ,,g2|respect
356,it had a heavier and more sturdy casing . ,casing!-,
357,"despite these grieps , i still recommend the camera . ",,camera
358,i used a canon-powershot-s20 for about 2.5 years and loved it ! ,,
359,"there were a few flaws that i learned to deal with and took thousands of pictures around the world , losing a few that i really regretted . ",,
360,"i finally decided to upgrade , and started my research . ",,
361,"canon was an obvious choice , but i did not want to limit my decision , so started researching all brands that would take my microdrives . ",,decision|choice|canon
362,"i researched , held , tested , and observed 3 different brands . ",,
363,"needless to say , the canon won , hands down . ",,canon
364,this camera performs like i can not believe ! ,,
365,"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance ! ",performance!+,performance
366,"it was too new to have learned much about the advanced features , so i generally used the auto-mode . ",,
367,"this camera is worth every penny , and i highly recommend it ! ",camera!+,camera|penny
368,another point of note : the battery-life is incredible ! ,battery life!+,battery-life|point
369,"i did not have a backup-battery , and had no need for one . ",,
370,"i did have ability to charge it every night , so do n't know how long it would have actually gone before dying . ",,
371,this camera will stay with me for years ! ,,
372,i 've been looking to buy a digital camera for a long time and v = finally decided that now was the time . ,,|camera|time
373,"after a lot of research , i decided on the g3 . ",,
374,am i ever glad that i decided on this camera ! ,camera!+,
375,"i 've only had it a week , but so far , everything about this camera is making me happy . ",camera!+,
376,forget the fact that it 'll probably take me a year to figure out all the features this camera has to offer . ,,
377,i 've been able to change modes on this thing without even looking at the manual . ,,
378,very intuitive menus are a big plus on this camera . ,menu!+,plus|camera
379,"i charged it up the day i got it , took a bunch of pictures and i do n't think the battery-indicator has budged from fully charged . ",,
380,the standard battery include with the g3 is a camcorder-battery that will allow me to take pictures all day without worrying about charging . ,battery!+,|battery|g3|camcorder-battery
381,i was worried about this after seeing a friend-change batteries on his olympus after about 20-30 pictures . ,,
382,"the optical zoom is awesome , and the viewfinder reflects the settings of the zoom . ",optical zoom!+,zoom
383,"one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all . ",viewfinder!-,|lens|viewfinder
384,"as i said , this is the last digital camera i 'll buy , and if you are in the market one , my advice is to buy the best thing you can afford and keep it forever . ",,thing|market|camera
385,"these things may get a lot better in the future , but from what i 've seen in the last few years , the technology for digital cameras is n't advancing at the pace of pc 's , phones and hard drives . ",,pc|technology|pace
386,the best 4 megapixel/4x optical zoom-camera available and fairly easy to use . ,camera!+,zoom-camera|megapixel/4x
387,highly recommended . ,,
388,"for more info on digital cameras , go to dpreviews . ",,|info
389,you can read the other reviews for specs and performance opinions . ,,
390,"i was perfectly happy with my g2 , so why did i trade up to the g3 ? ",,trade
391,because this camera is beautiful . ,camera!+,camera
392,the g2 was slightly curvy with a champagne-finish -- very homely . ,,|g2
393,the g3 looks like a work of art ! ,look!+,
394,"its silver-magnesium-finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen . ",finish!+,grip|grip|camera
395,"the little digital elphs were the best-designed , most-elegant cameras until the g3 came along and squashed them . ",,
396,this is my first digital camera . ,,|camera
397,i am very pleased with it so far . ,camera!+,
398,i wanted something that is able to take high quality photos but not be so bulky that i would wind up leaving it at home all the time . ,,|quality
399,this seemed like a really good compromise . ,,compromise
400,"i compared it to the olympus-c5050z , the sony-dcs-f 717 and the nikon 5700 . ",,
401,"based on the cameras features and about dozen-online reviews , this one seemed like the best all round deal . ",,deal
402,it is not perfect though . ,,
403,here are the shortcomings i have noticed so far : ,,
404,it would have been a much easier choice if this were 5mp camera . ,,choice|camera
405,you can see the lens-barrel in the view-finder . ,viewfinder!-,
406,"( i knew this before hand , and it is not that bad ) there is no tiff-format . ",tiff format!-,
407,that would be a nice compromise between jpeg and raw . ,,compromise|jpeg
408,"to save a picture as raw , you have to have the display on , this seems like a waste of battery-power . ",,
409,it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? ,lag!-,
410,trips . ,,
411,( again this is my first digital camera and maybe that is just how they all are . ) ,,|camera
412,for those of you using a mac in os-x+ there is no twain-utility to download your pics directly into photoshop . ,,
413,it is very simple to import via iphoto 2 and then move them to photoshop . ,import!+,
414,"i have not spent much time with the included software , so i don't know what to say about it other than it seems ok . ",,|time|software
415,i am quite happy with the camera . ,camera!+,
416,it comes with a clearly written manual and the learning curve is not too too steep . ,manual!+,manual|curve
417,"yes , i recommend it over the competition . ",camera!+,
418,"best camera ever . from the image quality , color , function , i can say almost everything . ",camera!+,camera
419,"this camera has a cool stitch pictures feature , to find out more just log on to canon 's website . ",stitch picture!+,stitch
420,i had an olympus digital camera before and it was nothing compared to this . ,,|camera|olympus|nothing
421,"for those of you who already bought this camera , i suggest you buy a hi-ti dye-sub photo-printer . ",,|photo-printer
422,i do n't write many reviews but i 'm compelled to do so with this camera . ,,
423,"first and foremost , it will take better pic 's than most film-camera 's . ",picture!+,pic|film-camera
424,save them on computer and print out just the ones who want . ,,
425,duplicates are a no brainer and cheap . ,,
426,no more wasted time and money developing rolls of pic 's for just a couple of keepers . ,,time|couple|money|pic
427,crop and enlarge the best at practically no extra cost or time . ,,|cost|time
428,"the technology is finally here folks , to make your photo-life easier . ",,
429,a great new use for that underutilized computer . ,,use|computer
430,a digital camera will stay at home if its a hassle to use . ,,|camera|home
431,"poor quality pics , short battery-life , slow time consuming uploads and printing will ruin the digital camera-experience and keep you buying film . ",,time|quality|camera-experience|battery-life
432,this camera has none of these flaws and will be something you 'll use all the time . ,camera!+,
433,"my wife shuns all new technology and compained when i brought this home , but now she 's forever asking for the digital camera . ",,|technology|wife|camera
434,"and i let my kids shoot as many pics as they want , let them review them on the camera and just print the good ones ( which are not many ) . ",,
435,get the canon 850 printer and an ex flash . ,,
436,"in short , i have a new slr with an expensive lens and several film-point and shoots . ",,lens|slr
437,i have n't used any of them since i got the g3 . ,,
438,"unless your a professional , now you will need only one camera . this one . ",,
439,"i spent a lot of time comparing different cameras , and i realized that there is not such thing as the best digital camera . ",,camera|thing
440,you can always spend more money to get a better one . ,,
441,"however , for a $ 600 - $ 800 budget , i think this camera is an excellent choice . ",camera!+,choice|camera
442,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery-duration is amazing ! ",design!+|feature!+,design|battery-duration
443,"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage . ",display!+,
444,excellent idea ! ,,idea
445,"one bad thing is that it comes with a pitiful 32mb compactflash-card , and for most purposes , it is not enough . ",compactflash!-,thing|compactflash-card
446,"however , it seems that this is the general rule for most digital cameras . ",,|rule|rule
447,another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen . ,noise!+,thing
448,i have owned this camera for a short time and would n't give it up for anything . ,camera!+,|time
449,it surpasses my greatest expectations in a 4mp camera .. ,camera!+,|camera
450,bought this product about a month ago and have used it in a variety of situations . ,,
451,in general it is easy to use and well laid out . ,use!+,
452,for `` cool factor '' buffs it looks and feels like a small plastic-brick-brick and does n't have any wow-factor . ,,factor|plastic-brick-brick
453,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly . ,use!+,
454,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography . ,feature!+,range|slr|semi-pro
455,"in the hands of someone who does n't , it will yield good results on idiot program / auto-mode . ",auto mode!+,auto-mode|program
456,"my wife , who has never used a camera before , picked it up and soon got the hang of the fact that if you do n't like what you have created you just delete and try again . ",,
457,the photos she took are better than the results i got from my nikon-slr and range of lenses ! ,,
458,this is a big plus for those who a shifting to digital and the g3 's large mobile screen helps with this . ,,|screen|g3
459,negative points : ,,
460,the included memory-card is too small . ,memory card!-,|memory-card
461,"go out and get a 256meg card , it 's worth the expense . ",,expense|card
462,it is made of plastic . ,made!-,
463,"for those who are used to brass cameras that can be dropped , picking up a camera like the g3 is an unnerving experience . ",,experience|camera|g3
464,"this is by no means unique to this model , i 'm sure . ",,
465,the zoom-lens-unit feels fragile and it is worth buying a good camera-bag if you are going put to carry it round a lot . ,lens!-,camera-bag|lot
466,this is not a handbag-camera . ,,
467,"while light , it will not easily go in small handbags or pockets . ",size!-,
468,the function-lever - the one which switches between capture and view-mode feels fragile . ,lever!-,
469,"flash - as with all built-in flashes in small cameras , you get overilluminated main subjects with depth being lost . ",flash!-,|flash
470,the g3 has a shoe which will take other powerful ( and expensive ) canon flashes that will allow bounce and reflected flash-photography . ,,canon
471,the strap is horrible and gets in the way of parts of the camera you need access to . ,strap!-,strap
472,"if you can afford this camera , you can afford to get a better strap elsewhere - a very minor quibble . ",,camera|quibble|strap
473,good points : ,,
474,the functionality on this camera is mind-blowing . ,camera!+,functionality|camera
475,canon have packed a lot in here and the options and controls are easy to use and logically laid out . ,option!+|control!+,
476,learning how to use it will not take very long . ,learning!+,
477,the image-quality is excellent . ,image quality!+,image-quality
478,"messing around with images in photoshop ( a supplied software-package ) and printing them on a good printer , yielded excellent results . ",,printer
479,"unless you are making posters , a g3 is more than good enough . ",,g3
480,range of functions - as indicated above - it has something for everyone : point and shoot-power plus advanced functions for those who are serious about photography . ,function!+,range|point|shoot-power
481,please note that this is the first digital camera i have owned or used . ,,|camera|note
482,a lot of my opinions are more relevant for those who are switching from film . ,,|lot
483,i did extensive research before chosing the g3 but there 's nothing like picking one up and playing with it first . ,,
484,this is by far the finest camera in its price and category i have ever used . ,camera!+,camera|price|category
485,it is also one of the few electronic items that works right out of the box . ,,right|box
486,the macro works great for medical photographs and the auto-mode is terrific for point and shoot . ,macro!+|auto mode!+,macro|macro
487,this camera is closest to perfect than any other digicam that is 4-5 megapixel . ,camera!+,|digicam|megapixel
488,beats that sony f717 ; its archrival . ,,
489,i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; ,4mp resolution!+,canon|resolution|technology
490,i can 't fit all that resolution ( 4mp = 2272x 1704 resol . ) in my 19in flat monitor ( 1200x1024 resol . ) anyways . ,,|monitor|resol|resolution|t|19in
491,please go to read dpreview.com and you 'll get the complete story . ,,|story
492,my story is based on personal usage . ,,
493,"yes there is a corner-lens-barrel distortion ( i do n't like it too but no harm done since i always use the camea-lcd-screen to see exactly what i 'm going to get ) in the viewfinder when you do n't zoom ( when you zoom the lens-distortion goes away ) , canon knows this and engineered it that way to minimize the parallax-phenomenon ; that is what lmost exactly ot the picture . ",distortion!-,
494,moving the viewfinder elsewhere on the camera will remove the lens-distortion but increase the parallax-phenomenon . ,,
495,the distortion is not a flaw . ,,distortion
496,"as with taking digital pictures , i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect-compactflash and other digicam-brand . ",,notice|notice|compactflash|digicam-brand
497,i 've have n't heard about a diagnos or fix for this . ,,
498,"in terms of the shots taken , this camera is insanely great ! ",shot!+,camera
499,the pictures are fabulous and their is a ( short ) learning curve to it ; there are tons of features i have n't even gotten to . ,picture!+,
500,"in terms of the important accessories , i got myself an the extra litium-battery . ",,|litium-battery
501,"based on my used , 1 full charge was enough for at least 255 shots . ",,charge
502,i also got myself a 512mb viking compact flash ( enough for 255 shots at full 4mp resolution and max-picture-quality ) and a used $ 250 3lb-subnotebook with usb-connection and tons of hard drive-space for long trips so i can verify what i 've taken and that subnotebook also saves me from having to buy extra compactflash . ,,flash|viking|resolution|max-picture-quality|drive-space|usb-connection|3lb-subnotebook
503,the compact flash is delicate and i hate to swap it in fear on the connetions ( camera and cf ) bending ( can lead to cf erros ) or losing it . ,,flash|hate
504,"anyways , canon has improved upon the g2 with this g3 . ",,canon|g2
505,it 's a winner . ,,
506,"i 've been pleased with the picture-quality and durability in snow , car , boat and wind . ",picture quality!+,
507,my only suggestion is to get a lens-protector to help protect the shooting-lens ( the lens-coating will wear out after so many clean wipes ) and i 'm getting the those ( 52 mm-adapter and uv-lens-filter ) at lensmateonline.com . ,,|suggestion
508,they got the best lens-adapter for the g3-better than canon 's . ,,lens-adapter|g3-better|canon
509,that 's what i did and hopes this helps . ,,
510,the camera 's a work of art / science -- that 's understood . ,camera!+,
511,"it takes great pictures , operates quickly , and feels solid . ",picture!+,
512,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens-barrel does obstruct part of the lower left corner in the lens-viewfinder ; however , the lcd-viewfinder is rather stunning and i find myself rarely using the lens-viewfinder . ",viewfinder!-,lens-barrel|corner|part|part|lcd-viewfinder|lens-viewfinder
513,"( 2 ) there are , actually , several differences between the g2 and g3 , such as differences in continuous shooting , the optical lens , the control-layout , playback-zoom , image-processing , and so on . ",,|lens|control-layout|playback-zoom|image-processing
514,"you see , i can 't-rank the product since the merchant that amazon is collaborating with ( j and r-camera . ) to bring us consumers better choices never sent me the product . ",,
515,"although you may think you 're dealing with amazon , you 're dealing with some second rate-store that you 've never heard of . ",,|rate-store
516,"after charging my card for the camera and for expedited shipping , 5 business days later , they still had n't shipped the product . ",,
517,"i called them twice and both times they said it is "" about to ship "" . ",,
518,"one of the calls was on a saturday and when i pressed the guy a bit , he said , "" actually we do n't ship on saturdays "" . ",,
519,so why lie about it ? ,,
520,so i finally gave them a deadline which they said they could meet . ,,
521,"although they accepted that they will ship on mon - 6 jan , they still did n't ship it . ",,
522,"they said it is in stock , but they are "" too busy "" . ",,
523,"they were n't busy enough to charge the credit-card , though ! ",,
524,"although i tried contacting amazon to see if they can do anything , the replies i got were inept as if they had n't taken time to read the complaint . ",,time
525,i cancelled the order . ,,
526,hope to get my refund in a timely manner . ,,manner|hope
527,"thanks for nothing , amazon ! ",,
528,this camera has a major design-flaw . ,design!-,|design-flaw|camera
529,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . ,viewfinder!-,|corner|picture
530,i called the canon technical service-center to see if i had a defective camera . ,,camera
531,"after about a minute of trying to tell me that most people use the lcd and not the view-finder , they finally admitted , it was a design-flaw in the camera . ",,
532,everything else about the camera is great . ,camera!+,everything|camera
533,"if you strictly use the lcd and not the view-finder , i highly recommend the camera . ",camera!+,camera
534,"however for me , i occasionally use the view-finder and trying to frame in a picture with the lens blocking the view is too much . ",,|frame
535,i 'm sending mine back and am waiting for the problem to be corrected . ,,
536,"i 've been using a powershot-s330 for nearly a year , and wanted to upgrade to a 4 or 5 megapixel-camera with a longer zoom , more adjustability , a hot shoe for an external flash , and a remote control . ",,shoe|zoom|flash|flash|control
537,"i looked at both the nikon coolpix 5700 and the canon-g3 , and decided on the g3 due both to ergonomics ( much more comfortable to hold and use ) and the price . ",,|g3|coolpix|canon-g3
538,i 've had the camera for about two weeks and shot hundreds of pictures so far . ,,
539,"and so far , i 've been very pleased . ",camera!+,
540,"there 's a noticeable difference in the quality of a 4 megapixel-image versus the 2 megapixels of the s330 , especially if you want to crop and enlarge the pictures . ",,|difference|quality
541,"the larger lens of the g3 gives better picture-quality in low light , and the 4-times optical zooms gets you just that much closer . ",lens!+,picture-quality|light|lens
542,the moveable lcd-screen is great . ,lcd!+,lcd-screen
543,"you can take pictures with the camera held above your head , way down , or beside you with no problem , allowing you to position the camera for the best shot without contorting yourself . ",,shot
544,"the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures . ",remote!+,unit
545,"i also purchased a good sturdy tripod : the combination of the new camera , tripod and remote control enabled me to take some remarkable indoor , natural-light portraits i never would have attempted before . ",,tripod|camera|control|combination
546,the hot shoe-flash-attachment allowed me to buy and use a sophisticated flash-unit : ,hot shoe flash!+,shoe-flash-attachment|flash-unit
547,i chose the canon-speedlite 420 . ,,
548,"this has made the greatest difference in the quality of my photographs : the built-in flash on any of these cameras gives you flat photos , red-eye , and annoying shadows ; a good add-on flash-unit can be bounced off the ceiling or wall for pleasing , almost-natural lighting . ",,difference|quality|flash|red-eye|flash-unit
549,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse : ",battery!+,|powerhouse|battery|g3
550,i shot over 300 photos at my goddaughter 's birthday-party without switching out to my backup-battery . ,,
551,"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery . ",battery charging system!+,|type|system|g3
552,"i have yet to try using all of the adjustment options : shutter-priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . ",manual!+,manual|shutter-priority|priority|metering
553,"you can use this camera-right out of the box on the automatic setting , or slowly get comfortable with the manual settings and what they can do . ",,
554,negatives ? ,,
555,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . ",highlight!-,
556,( i 'm starting to think that this may just be one of the weaknesses of all digital photography at this level . ) ,,|photography
557,"the on-off button feels somewhat flimsy , and has an awkward , tiny little lock-out button that needs to be depressed to turn on the camera . ",no-off button!-,button
558,"and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel-heft of the s330 . ",body!-,steel-heft|disappointment|s330
559,"i bought a 512 mb-card , which seems to hold about 400 photos at the highest resolution . ",,
560,"i was worried that 4 megapixel photos would download more slowly , but there 's no difference in working with the files . ",download!+,
561,i have a 120 gb remote drive i use to store my digital images : ,,|drive|gb
562,i can imagine that they 'd fill up my ibook 's internal memory pretty quickly . ,,|memory|ibook
563,"at the same time i purchased this camera i also bought adobe 's photoshop elments 2.0 software , and can 't praise it highly enough . ",,|time|t
564,"if you 're investing in a camera at this level , buy this software ! ",,
565,"and as i said in my review of the s330 , all of these digital cameras are easier to use with apple computers . ",,
566,"the bottom line : if you 're serious about your digital photography , or been bitten with the bug after using a digital point-and-shoot , this may be just the camera for you . ",,|line|camera|photography|photography|point-and-shoot
567,but make sure to buy a tripod and separate flash-unit at the same time : you 'll see the difference in your photos immediately . ,,|time|flash-unit|tripod
568,added 2-24 . ,,
569,i 've now had the camera for two months and i 'm even more pleased with it . ,camera!+,
570,i wound up buying a gray card and use it all the time with the custom-white-balance-setting . ,,|card|wound
571,"it helps avoid the problem of a color cast on the pictures , especially in mixed-light settings . ",,
572,"if you do n't have a gray card , you can use a plain white piece of paper . ",,|card|paper|piece
573,"i also discovered the exposure-bracket-setting , which enables you to take three exposures with one press of the shutter : the first at the camera-determined exposure , then one lighter and one darker . ",,exposure-bracket-setting|exposure
574,especially useful with portraits and difficult-to-meter situations . ,,
575,i did buy the telephoto-lens ( and the required extension ) . ,,
576,very easy to use . ,,
577,"i 'll probably also get the wide-angle now , too . ",,
578,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . ",camera!+,camera
579,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . ,g3!+,
580,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 ( both of which lack the quality , feel , or features of the g3 ) , i ultimately chose the g3 because of its outstanding image-quality ( resolution and coloration are superior ) . ",,quality|coloration|image-quality|resolution|coolpix|sony|comparison
581,"it beats the competition in almost every area including battery-life , enthusiast features , external flash capabilities , available storage types , image formats , and more . ",,storage|flash
582,this is a camera you will need to study and use in order to fully exploit its many features . ,,
583,"it can be a point-and-shoot camera , but if you do not intend to "" get into "" it 's finer features , i 'd suggest a less enthusiast featured choice . ",,camera|enthusiast
584,"all-in-all , i believe this is arguably the best non-slr digital camera on the market . ",camera!+,camera|market
585,"the canon-g3 improves in almost all ways on the g1 and g2 before it , and in fact beats the nikon coolpix 5000 in performance ( picture-quality and battery-life ) -- which is amazing because the 5000 is a 5 megapixel-camera and the canon is a 4 megapixel-camera . ",,canon-g3|coolpix|fact|performance
586,canon 's optics are better and i believe their processing algorithms are also better . ,optic!+,canon|processing
587,"simply , the canon-g3 is the best digital camera out there today at this price-point . ",digital camera!+,camera|canon-g3|today|price-point
588,"the canon allows you to change lenses , and it accepts the ibm-microdrive ( type ii compact flash ) , so you can have up to 1 gigabyte of storage . ",,flash|type|canon
589,for me on the fine resolution-setting ( not maximum but very close ) this adds up to over 1000 images with the 1 gig-card . ,,resolution-setting|maximum
590,the battery-life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen . ,battery life!+,|anything
591,"the only minor nits i have with the camera are it is fairly boxy looking , it needs a wrist-strap instead of a neck-strap , and it is a bit slow between shots . ",look!-,bit
592,"even with these shortcomings , i still think it is the best digital camera available under $ 1200 . ",camera!+,camera
593,definetely a great camera . ,camera!+,camera
594,proven canon built quality and lens . ,quality!+,canon|quality|lens
595,feels solid in hand . ,feel!+,
596,rather heavy for point and shoot but a great camera for semi pros . ,weight!-,camera|point|shoot
