,review,target,dp,dp_clause
189,"the only thing the ipod has over the nomad is the style , size , and ease of use . ",,|thing!only|style!only|size!style|use!style|ease!style,thing!only|size!only|style!only|style!size|ease!thing|use!style
190,"so far i have no complaints and i recommend this to anyone who wants quality over appearance , also anyone who wants a harddrive based mp3-player and wants to pay next to nothing . ",player!+,anyone!complaints|mp3-player!harddrive|quality!mp3-player|appearance!quality,anyone!recommend|quality!mp3-player|appearance!mp3-player|appearance!quality|mp3-player!quality
191,"i only have one question , when i add tracks to my nomad , via nomad-explorer , they are automatically put in alphebetical order , rather than album-order . ",,|order!alphebetical,order!alphebetical
192,"is this possible to fix , if so how , if not does notmad explorer from red chair-software do this ? ",,|explorer!notmad|chair-software!notmad,explorer!notmad|chair-software!notmad
193,"a ) feel cheap -- the plastic is feels like it would break very easily , and it definately wouldnt survive a drop ",construction!-,,feel!cheap
194,c ) the scroll-bar is a travesty -- enough said ,scroll!-,scroll-bar!travesty|c!scroll-bar,scroll-bar!travesty|c!travesty
195,"d ) software is another great misfortune -- hard to operate , crashes frequently , screwed my music-library up , doesnt work with mp4s , the list goes on and on ",software!-,software!misfortune|d!misfortune|work!screwed,work!hard|software!misfortune|d!misfortune
196,e ) the case is too small -- it took me like a half hour just to get this monstrosity to fit in its cage ,case!-,|case!small|hour!half,case!small|hour!half
197,"do n't waste your time , engery , resources on this thing , just spend a little more for a far more functional ipod . ",,time!waste|engery!waste|ipod!functional,ipod!functional|time!waste|engery!waste
198,"another irriation is that if you hold the scroll-button down for too long , it keeps going past the song you may have wanted to stop on . ",scroll!-,,song!past
199,it has a clear blue light that allows you to see everything on the screen easily . ,screen!+,light!clear,
200,i received this item for christmas and it has met and exceeded all my standards . ,this item!+,,item!exceeded
201,"naturally i did quite a bit of review before purchasing ( i recomend www.nomadness.net ) , and price-wise zens are unbeatable . ",price!+,bit!unbeatable|review!unbeatable,|bit!unbeatable|review!unbeatable
202,"compared to other leading hdd-mp3 players , the value per gb is the tops . ",value!+,value!tops|hdd-mp3!leading|gb!tops,value!tops|hdd-mp3!other|gb!tops
203,- uploading music is quick and easy . ,uploading!+,|music!quick,music!quick
204,"btw , be sure to have your mp3 tags labled correctly , as this will ensure a great organization . ",,organization!great|btw!sure,btw!sure|organization!great
205,"as often mentioned , the scroll-tab is average , however , not difficult to use or horrible . ",scroll!+,|scroll-tab!average,scroll-tab!average
206,"- equipment included is average , but that is n't a big deal since thats not what you are buying it for . ",equipment!+,|deal!big|equipment!deal,deal!big|equipment!deal
207,"the case is strong and stylish , but unfortunately lacks a window ( now a big deal ) . ",case!-,case!strong|deal!lacks|window!lacks|window!big,case!strong|window!big|deal!big|deal!lacks
208,"the headphone earbuds are average , so just use your regular pair instead . ",headphone!+,|pair!regular|headphone!average,pair!regular|headphone!average
209,"i would recogmend this player to anyone i know , and you will not be dissapointed . ",,,player!dissapointed
210,the nomad-jukebox-zen xtra is a very good mp3-player but the software is it gets hurt . ,player!+,mp3-player!good|xtra!good|software!mp3-player|hurt!mp3-player,software!hurt|xtra!mp3-player|mp3-player!nomad-jukebox-zen|hurt!mp3-player
211,on my main computer the software did not work right . ,software!-,software!work|computer!main,computer!main|software!work
212,i have the software working fine now and the mp3-player is fantastic . ,player!+,software!fantastic|fine!fantastic|mp3-player!fine,mp3-player!fantastic|software!fantastic|fine!fantastic|fine!mp3-player|software!mp3-player
213,"it seems that depending on the system the software might not work or might work , because it works on all the other computers i have . ",,software!work|system!software,software!work|software!work|system!software
214,so once i worked out the problem with the software this mp3-player is worth the money it cost . ,player!+,problem!worked|money!worked,money!mp3-player|problem!worked|software!worked
215,i 'm very pleased with my zx so here 's a quick review . ,zx!+,|review!quick,review!quick
216,"it is small overall , bigger than the ipod , but keep in mind that this is because different , less expensive but not necessarily inferior technology is used in the zx . ",size!+,technology!expensive,technology!different
217,"the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx 's green backlight did . ",lcd!+,backlight!bright|nx!bright|model!previous,backlight!green|nx!green|model!previous|nx!previous
218,"the scroll-wheel is easy to use and works great for me , however many have complained that the wheel is cumbersome and difficult to operate . ",scroll wheel!+,scroll-wheel!easy|wheel!cumbersome,wheel!cumbersome|scroll-wheel!easy
219,the sound is excellent as one would suspect from a creative product . ,sound!+,sound!excellent|product!creative,product!creative|sound!excellent
220,"the included eax-support is useful at times , especially when you listen to a variety of genres , as it will adjust the equalizer for you which can be a big hassle . ",eax!+,eax-support!useful,variety!variety|eax-support!useful
221,"the signal to noise-ratio ( the ratio of detectable , useful data to unusable garbage in , say , a radio-wave ; a larger stn-ratio is better ) is nice and high at 98 decibles , and it should be noted that apple refuses to release the stn-ratio of any of the ipods . ",signal to noise ratio!+,stn-ratio!better|ratio!useful|apple!refuses,stn-ratio!nice|ratio!useful|apple!refuses
222,"my sister was able to figure it out on her own as well , and she is of average computer-competence . ",,|sister!able|computer-competence!sister,computer-competence!average|sister!able
223,"the less computer-saavy might find apple 's software a bit friendlier , though ( i use it at a friend 's house and it does do a lot more for you . ) ",,|software!computer-saavy,lot!computer-saavy|software!computer-saavy
224,"i spent $ 269 for my 30gb zx , compared to the $ 299 for a 10gb ipod and the also expensive iriver-ihp-120 . ",,iriver-ihp-120!expensive|zx!30gb|ipod!iriver-ihp-120,iriver-ihp-120!expensive|ipod!expensive|zx!30gb
225,"if you want great sound quality , do n't want to spend an arm and a leg-per-gigabyte , do n't mind being something of an iconoclast among many ipod users , and are willing to sacrifice a few cubic centimeters of your personal space for a large discount , then i would suggest the zen-xtra for you . ",,quality!great|space!personal|iconoclast!many|discount!large|ipod!many,quality!great|iconoclast!many|space!personal|ipod!many|discount!large
226,i uploaded the drivers and new software in 15 minutes - no crashes or problems . ,software!+,|software!new,software!new
227,transferred the zens new software onto it in about 10 seconds . ,,|software!new,software!new
228,"the scroll-button seems ok , i have no problems with it . ",scroll!+,ok!problems|scroll-button!ok,scroll-button!ok|ok!problems|ok!scroll-button
229,"3 ) it does not work automatically like a hard drive when you connect it to your computer , like some players ",work!-,drive!hard,|drive!hard
230,"lots of flaws , but exceptional sound quality , hd-size , and price make it a good buy . ",sound quality!+,quality!exceptional|hd-size!exceptional|buy!good|price!exceptional,hd-size!exceptional|quality!exceptional|buy!good|price!exceptional|price!quality
231,excellent sound - i found the music reproduced faithfully through the jukebox . ,sound!+,sound!excellent,
232,"there was no distortion and it sounded great , especially with eax environmental audio enabled . ",,,distortion!distortion
233,"transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad . ",transfer!+,disk!hard,disk!additional
234,"however , it does n't register instantly as a hard drive like other players . ",,drive!hard,drive!hard|drive!other
235,"this is great as long as all of your music have id3 tags , and if you 've downloaded your songs off the internet , many probably do n't . ",,,music!many
236,"whe you transfer your songs to the jukebox , it dumps all of them into a single folder , and then sorts them by the id3 tags. ",,|folder!single,folder!single
237,i would be nice to have a simple fm-receiver so i could pick up local stations . ,,|fm-receiver!simple,fm-receiver!simple
238,cheap construction - they should have made the player out of hard plastic and put some rubber on the corners . ,construction!-,construction!cheap|plastic!hard,plastic!hard|construction!cheap
239,"the player feels very delicate , as if i 'm holding an actual hard drive . ",feel!-,drive!hard,drive!actual
240,"i can 't simply bring up my entire list of songs , click play , and then hit next . ",,|list!entire|t!list,list!entire|t!list
241,"i would recommend replacing the existing software with the "" notmad explorer , "" which is simpler to use and can be found on the internet . ",,|explorer!notmad,explorer!notmad
242,"so you can plug your nomad directly into your stereo or use a car-adapter , but you do n't get the quality from a true line out jack . ",,|line!true|stereo!nomad|jack!true,line!true|stereo!nomad|jack!true
243,"it sounds decent , but i would estimate you get maybe 80 % of the quality that you would from a true line out jack . ",line out jack!-,|line!true|jack!true,line!true|jack!true
244,it was n't as easy to fast forward or pause a song than it was with a regular walkman . ,control!-,walkman!easy|song!regular,walkman!regular|song!regular
245,a sliding old fashioned volume-knob would also have been easier than the digital version that was included . ,,volume-knob!easier|version!digital,volume-knob!easier|version!digital|version!volume-knob
246,"i want to have instant access to the volume , not have to hold down a button and have to wait a half second for the player to register it . ",,|access!instant|volume!instant,access!instant|volume!instant
247,"difficult navigation - i wo n't necessarily say "" difficult , "" but i do n't enjoy the scrollwheel to navigate . ",navigation!-,navigation!difficult|navigation!enjoy|scrollwheel!enjoy,navigation!difficult|scrollwheel!enjoy
248,"it is a bit cumbersome , and i can 't get to the songs i want as quickly . ",navigation!-,,t!cumbersome|bit!cumbersome
249,"up , down , left , and right would have given me better control . ",control!-,control!better|control!right|right!control,control!better|right!control
250,"if you hold down the scroll-wheel too long ( which is common if you have a lot of songs to sort through ) , it will get "" stuck "" rapidly going through the songs and wo n't stop until several seconds after you let your finger off of it . ",scroll wheel!-,,finger!long
251,"i am willing to overlook it 's problems to get superior sound quality and low price , although i feel the player has a lot of room for improvement . ",sound!+|price!+|player!-,quality!superior|price!superior,quality!superior|price!superior|quality!superior|price!superior
252,"after looking over multiple large mp3 players , i decided to get this one . ",,|mp3!large,mp3!multiple
253,"a 10 gb-ipod is just as much and i have heard from multiple sources that the ipod is very loud and you can heard the hard drive everytime it spins , accesses files or does antyhing . ",,ipod!loud|gb-ipod!much|antyhing!gb-ipod|drive!hard,gb-ipod!much|ipod!loud|drive!hard|antyhing!gb-ipod
254,the quick sync is n't any good becuase it either needs to be configured properly or just is n't very useful . ,sync!-,becuase!good|sync!good,sync!quick|becuase!quick
255,well that was not a simple task . ,,|task!simple,task!simple
256,"the reason for this the ipod has "" a better user-interface "" . ",,user-interface!better|reason!user-interface,|reason!user-interface|user-interface!reason
257,i have found that the interface on the nomad is very easy to use if you have a basic knowledge of a computer . ,interface!+,interface!easy|nomad!easy|knowledge!basic|computer!basic,knowledge!basic|computer!basic|interface!easy|nomad!easy
258,"games are ok for a cell-phone , but mp3 's are for music . ",,|music!mp3|cell-phone!music,music!ok|cell-phone!music
259,i purchased this player last week . ,,|week!last,week!last
260,i did a little research on the web and this is the player i decided on . ,,|research!little|web!little|player!research,research!little|web!little|player!research
261,i refuse to buy anything made by apple and the nomad is about $ 200 cheaper anyway . ,,,nomad!cheaper|apple!nomad
262,"the battery-life seems good , takes very lttle time to charge , it uploads mp3s quickly and there is no delay between songs . ",battery life!+,|time!lttle,delay!delay|time!lttle
263,"before asking for the zen-xtra specifically for christmas i researched many different mp3 players but finally decided on this one , and now that i have it i could n't be happier and i 'm convinced it 's the best one out there . ",player!+,|mp3!many,mp3!many
264,"many people have written about the software being its one downfall , personally i have n't had a single problem with the software , i 'm running windows me . ",software!+,software!downfall|problem!downfall|downfall!problem,software!many|problem!downfall|downfall!problem|downfall!problem
265,"the cd ripping to mp3 is so easy , and you can even rip the cd directly to the mp3-player , so it wo n't take up space on your pc hard drive . ",cd rip!+,cd!easy|pc!hard|drive!hard|mp3-player!cd,drive!hard|pc!hard|cd!rip|cd!easy|mp3-player!cd
266,"the software runs smooth , it 's nice to look at , it 's very organized , easy to follow and makes things very simple . ",software!+,,software!smooth
267,"the controls on the player are very simple , no need for a manual . ",control!+,|player!simple,need!simple|manual!simple|player!simple
268,"the player is fast and sounds great , it also has many options like slowing or speeding up the music , or making it sound like you 're hearing the music in a huge auditorium . ",player!+,player!fast|auditorium!huge,auditorium!huge|player!fast
269,"the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files . ",battery!+,battery!drains|player!drains,|battery!drains|player!drains
270,"playlists can be made on the fly , without aid of a computer , and you can use play modes like shuffle and repeat for your ' now playing ' selections or playlists . ",playlist!+,,fly!like
271,"the software could n't be better and the mp3-player works like a dream , i could n't give this anything but a 5 , i wish there was a 6 . ",software!+,software!better|mp3-player!works|dream!mp3-player,mp3-player!works|software!better|dream!mp3-player
272,i made the mistake of thinking i could easily manage my mp3-library with this device . ,,,device!mistake
273,creating playlists using the included software to minimize issue 3 was n't as easy as i would have liked . ,playlist!-,software!issue,|software!issue
274,the bottom line : ,,|line!bottom,line!bottom
275,"if i have to get into making playlists to avoid rear-end collisions , i 'll just buy a regular portable cd/mp3-player and burn myself collections of about 120 tracks per disk . ",,cd/mp3-player!portable,cd/mp3-player!regular
276,"sure it 's "" old school "" to carry a cd-wallet around , but it will be easier to manage and i 'll save around 250 bucks . ",,school!easier,school!old
277,"i was unable achieve a sound quality on par with my simple portable cd-player with "" bass-boost . "" ",sound quality!-,cd-player!portable|bass-boost!portable|quality!sound|par!sound,quality!sound|par!sound|cd-player!simple|bass-boost!simple|cd-player!quality
278,so i was all excited about the ipod but then the day before i went to best buy to check out the other mp3 players and i came across this one . ,,|mp3!other,mp3!other
279,well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket . ,product!+,product!good,product!good|product!good
280,well surely this is a product that i recommend someone in getting rather than any other mp3-player ( at that size and the price ) . ,product!+,someone!recommend|size!recommend|mp3-player!other|price!size|product!someone,someone!recommend|size!recommend|product!someone|price!size
281,"i was going to get a 10gb ipod , but after looking at the 10 day-warranty for ipod and www.ipodsdirtysecret.com ( battery lasts 18 months ; ",,|ipod!10gb|day-warranty!10gb|www.ipodsdirtysecret.com!ipod,|ipod!10gb|day-warranty!10gb|www.ipodsdirtysecret.com!10gb|www.ipodsdirtysecret.com!ipod
282,it costs like 200 dollars to replace - now you mail it off to get the battery replaced for like 99 .. . ,,,battery!like
283,"it hasnt gone below the second notch ( i charge-mine whenever i 'm at home and not using it ) , so the battery-life seems fine ( so far ). ",battery life!+,|notch!second|fine!battery-life,fine!battery-life|notch!second
284,"once you hook the thing up to the computer ( via the usb-cable ) , the machine instantly recognizes the fact that it 's there & installs the drivers . ",,,machine!usb-cable|hook!usb-cable|computer!hook|fact!machine
285,"people complain about the scroll-wheel , but its not a big deal at all ( though it is just a little annoying at times ) . ",,|deal!big|scroll-wheel!deal,deal!big|scroll-wheel!big
286,"the big backlight makes things easy to see , and the writing is big enough for people to see . ",backlight!+,|backlight!big|writing!backlight,writing!big|backlight!big
287,my favorite thing about the nomad is the eax-feature . ,eax!+,thing!favorite|eax-feature!favorite|nomad!favorite,thing!favorite|nomad!favorite|eax-feature!favorite
288,"you can customize bass , etc. like usual , but also you can customize the sound of the player ( like how it would sound in a concert-hall , jazz-club , etc ). ",,|bass!sound|sound!bass,sound!sound|bass!sound|bass!sound
289,so all you do is stick a pin or something small in the reset-button & you 're golden . ,,|something!small|pin!small|reset-button!pin,pin!golden|something!golden|reset-button!pin
290,i 'd like to start off saying that before this product i was using an archos-jukebox-recorder .. . ,,,product!like|archos-jukebox-recorder!product
291,what made this product so great to me was the open source os called rockbox .. . ,,|source!open,product!great|source!open
292,the sound is indeed excellent and the form-factore is not bad ( but still rather larger than i had expected ) .. . ,sound!+,sound!excellent|form-factore!bad,form-factore!bad|sound!excellent
293,what really made this a mediocre mp3-player for me was the software . ,software!-,mp3-player!mediocre,
294,"first of all , many actions that the player utilizes do n't make sense . . ",,,player!first
295,"bookmarks for example , are an excellent feature ... but not on this player .. . ",bookmark!-,feature!excellent|player!excellent|example!feature,feature!excellent|player!excellent|player!feature|example!feature
296,this makes no sense and sort of defeats the purpose of audio bookmarks .. . ,bookmark!-,purpose!defeats|sense!purpose|sort!sense,purpose!defeats|purpose!audio|sense!purpose|sort!sense
297,"well , anyway i could go on and on on why this player did n't meet my expectations .. . ",,,player!well
298,for the average music-listener not expecting much ... this may be a satisfactory mp3-player ... ,,mp3-player!satisfactory|music-listener!satisfactory,|music-listener!average|mp3-player!average
299,"i became interested in getting a mp3-player when i got a new work-computer ; while my office bars the addition of any non-work software , it does n't care if you load cds onto the hard drive . ",,drive!hard|work-computer!new|addition!non-work|office!addition|software!non-work,drive!hard|work-computer!new|software!non-work|addition!non-work|office!addition
300,"over time , i loaded hundreds of cds onto the computer , and the idea of carrying around all of my music with me became attractive . ",,,computer!attractive
301,"i have had the nomad-jukebox for about three weeks now , and i am very happy with it . ",nomad!+,,nomad-jukebox!happy
302,i have a large but not huge cd-collection and have loaded everything i want to listen to on it and still have 13 gigabytes free . ,,|cd-collection!large,cd-collection!large
303,this meant that i had to take all my cds and do in a fairly short period of time what i had done over a year at work . ,,|period!short|time!short,period!short|time!short
304,"if the music had been on my home-computer , the transfer would have been accomplished very quickly . ",,,home-computer!accomplished
305,"i have an older computer , running windows 98 se , and so those of you with something more recent would find the process even quicker . ",,process!quicker|something!recent,something!recent|process!quicker
306,my only reservations about this product-concern the tagging process and the way it interacts with the software . ,tag!-,|process!only|way!process,process!only|way!process
307,"the cd will be classified into a number of genres , and in multidisk sets , you can get separate classifications for different disks by the same artist and the same performance . ",,|artist!same|performance!same,artist!same|performance!same
308,"for example , jimi-hendrix 's 2 cd live at the fillmore east had one cd classifed as classic rock and the other psychidelic rock . ",,rock!classic|rock!classic|cd!live|jimi-hendrix!live|example!cd|fillmore!east,cd!live|jimi-hendrix!live|rock!classic|fillmore!east|example!cd
309,a somewhat more troublesome problem is that the internet-site will sometimes give different discs of the same set slightly different names . ,,|set!same|set!different,set!same|set!different
310,"again , you can change this , but it 's harder to spot a minor variation in the title when you do n't have the title of the other disk in front of you . ",,|variation!minor|title!minor|front!title|disk!other,variation!minor|title!minor|disk!other|title!other|front!title
311,other tagging problems result ( i think ) from the nomad 's operating-system . ,tag!-,operating-system!problems,|operating-system!problems
312,"if you have two tracks with exactly the same name on one disk , it will not copy both -- it gives you the option of skipping the second or overwriting the first with the second . ",,|name!same|option!second,option!second|name!same
313,i also had it happen when recording a jazz set where there were a number of outtakes of the same song without numbering them separately . ,,|song!same,song!same
314,"finally , making playlists from the computer can be complicated because the tracks are listed individually , and are organized by cd , which are not listed but are organized in alphabetical order . ",playlist!-,|order!alphabetical,order!alphabetical
315,"in other words , to locate a track using the software on the computer and add it to a playlist , you must know the name of the cd it appears on and then find the track by locating the location of the unlisted cd by looking for tracks that appear on it . ",,,|cd!unlisted|name!unlisted
316,"had i not been in such a hurry to load cds , i would have spotted them sooner . ",,|hurry!such,hurry!such
317,"also , if i had already loaded and tagged by cds on my home-computer , this would not have been an issue . ",,,home-computer!issue
318,the bottom line for me is that i am very happy with this product . ,product!+,|line!bottom,line!bottom
319,"apple 's ipod is dominant now , but i have to wonder whether the price differential will mean that in 3 or 4 years its market-share will drop significantly . ",,price!wonder|ipod!dominant|apple!dominant,price!differential|ipod!dominant|apple!dominant
320,"even better , ipod integrates perfectly with itunes so that managing music is a snap . ",,,ipod!better|snap!ipod
321,"a lot of people complain about the creative software , but i actually find creative mediasource-organizer to have some strengths over itunes . ",software!+,lot!complain|software!creative|mediasource-organizer!software,mediasource-organizer!creative|lot!complain|software!creative|software!lot
322,the ipod is a one way only machine - from computer to player . ,,,machine!only|way!only
323,"the zen is an outstanding way to shuttle-music between sources , you can 't do this on the ipod ( except for a cumbersome work-around using the ipod as a hard drive instead of a player ) . ",shuttle!+,way!outstanding|t!outstanding|work-around!cumbersome|zen!outstanding|drive!hard|player!hard,work-around!cumbersome|player!hard|way!outstanding|zen!outstanding|drive!hard|t!outstanding
324,"second , the "" automatic "" sync on creative lets you review the songs before it begins its transfer . ",sync!+,|sync!automatic,sync!automatic
325,"since the ipod lacks this review-feature on its auto-sync and it only allows one-way transfers , the first time i connected my ipod to my laptop , i wiped out the 20gb of music i had transferred from my desktop to the ipod . ",,ipod!lacks|time!first|auto-sync!ipod|desktop!20gb|laptop!ipod,ipod!lacks|time!first|desktop!20gb|auto-sync!ipod|laptop!ipod
326,the zen serves as a back-up device as well as a player . ,player!+,|device!back-up|player!back-up,device!back-up|player!back-up
327,"third , creative software allows you to keep two windows open to look at both the content on the player and the computer . ",software!+,software!creative,software!third
328,the ipod also does not let you see what 's coming up next on the player . ,,,ipod!next
329,"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing-order . ",delete!+,,playing-order!hate
330,"again , the ipod is a beautiful thing to look at and touch , player controls are less functional . ",,thing!beautiful|ipod!beautiful|player!functional,player!functional|thing!beautiful|ipod!beautiful
331,"win software can be a little cranky , but much more easier to customize to your needs . ",,software!win|software!cranky,software!cranky
332,its ability to serve as a back-up for my music-collection is a huge plus. ,zen!+,|plus!huge|ability!huge,ability!huge|plus!huge
333,"i was planning on getting an ipod , but i changed my mind last minute ... mostly because of the whole battery-issue , i do n't have the patience for those sorta things . ",,battery-issue!patience|minute!last,battery-issue!whole|battery-issue!patience|minute!last
334,"my cuzin got an ipod and i wo n't say it is an awful product , but i will say that for the price , apple could do better as far as storage and battery-life goes . ",,product!awful,storage!battery-life|product!awful|battery-life!storage
335,"the only thing i would complain about the zen-xtra is that the controls are n't as easy as the ipod 's , or as "" sexy "" looking . ",control!-,|thing!only,thing!sexy
336,i got this player for christmas & this was my first time using an mp3-player . ,,|time!first|player!time|christmas!player,time!first|player!first|christmas!player
337,i have a large collection of cds and have loaded over 100 of them so far . ,,|collection!large,collection!large
338,the software is quick & easy to use & i found the entire process very easily mastered . ,software!+,|software!quick|process!entire,process!entire|software!quick
339,i have tried the belkin-tunecast mobile fm-transmitter but found there was too much interference . ,,|fm-transmitter!mobile,fm-transmitter!mobile
340,overall it is a great unit & hopefully creative labs or some other vendor will soon come out with some accessories for it . ,unit!+,unit!great|vendor!great,unit!great|unit!creative|vendor!other|vendor!great|vendor!unit
341,i purchased this mp3-player just last night after doing some scouting around . ,,|night!last,night!last|night!mp3-player
342,"flash-card-memory vs. hard drive ( i.e. why does a 256 mb-player cost $$$...and a 40 gb ( 40,000 mb ) player only cost ",,drive!hard|cost!hard|gb!cost|mb-player!cost|mb!cost,drive!hard|cost!hard|player!mb-player|gb!cost|mb-player!cost|mb!cost
343,mp3 players of this kind of memory are typically small and light and have between 64 mb - 1.5 gb of memory . ,,|mp3!small|kind!small,mp3!small|kind!small
344,"( 1 gb = 1,000 mb ) ",,|gb!=|mb!gb,gb!=|mb!=|mb!gb
345,this explains why you see what appears to be such weird pricing on mp3 players . ,,pricing!weird,pricing!such
346,"a 256 mb-player ( roughly 60 songs for me ) is about x amount of dollars but a 30 gb ( 30,000 mb ) player ( roughly 6,650 songs ) sells for only slightly more . ",,,amount!mb-player|player!amount
347,it 's because the 256 player uses flash-memory ( smaller / lighter ) and the 30gb uses a hard drive . ,,drive!hard|player!drive|flash-memory!player,drive!hard|player!flash-memory|player!drive|flash-memory!player
348,that 's the first thing to understand . ,,|thing!first,thing!first
349,"if you want to listen to tunes while you travel , i 'd get a hard drive because you can put so much on the thing - including audio books . ",,drive!hard|thing!much,thing!much|drive!hard
350,the device is larger than an ipod of similar capacity . ,,|capacity!similar|ipod!similar,capacity!similar|ipod!similar
351,"the front cover ( which you remove to take out the battery ) feels flimsy but when snapped on , the device still feels pretty solid . ",cover!-,|cover!front|device!cover,cover!front|device!cover
352,"the software lets you pop in a cd and then scans the internet to name the artist , track-name and album-name . ",,,cd!album-name
353,the ipod costs more for the same amount of memory . ,,|amount!same|memory!same,amount!same|memory!same
354,"the scroll-button is sort of annoying to push - a nice button would be nicer but eh , not a big deal . ",scroll!-,button!nicer|deal!big,deal!big|button!nicer
355,"also , when i installed the software , it said that windows xp had n't approved something with the drivers , etc - and that continuing it install may cause instability . ",,,software!instability
356,"after i reviewed the manual ( a pdf-file included on the cd ) , i felt better because they warned you about the message and said it would n't cause problems and , in fact , it has n't . ",,,fact!problems
357,i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size . ,size!-,,star!only
358,"now heres the stuff you should know starting with the good things : the screen is really big and the blue light in the back is perfect , fast as hell in music-transfer , controls are easy to use after mastering the scroll-button , great sound and ive heard many mp3 players , a ton of different equilizer-type deals on here . ",screen!+,light!perfect|back!perfect|screen!big|mp3!many|hell!screen|ton!many|sound!screen|ive!screen,mp3!many|light!perfect|back!perfect|screen!big|ton!many|hell!screen|sound!screen|ive!screen
359,"there are a couple things i didnt like though but nothing serious : a little larger than other mp3s but still light , the software takes some time to get used to ( maybe 10-15 mins ) , and this thing would definitely be destroyed with one fall . ",size!-,|nothing!serious,nothing!serious
360,"its far more difficult to select songs and has no easy to use on the fly-playlist-creation such as the new ipod not to mention it does n't sinc with contact lists , phone numbers , address books , ect. like the ipod ( which eliminated my need for any kind of palm-device ) . ",playlist!-,|ipod!new|fly-playlist-creation!new,ipod!new|fly-playlist-creation!new
361,it also has unproven battery-life . ,battery life!-,battery-life!unproven,
362,"everyone who says i can 't buy the ipod because after excessive use in a short time ( the man who made the ipod-battery-life video admitted that he had used it extensively every day and charged fully every night for those 18 months , conditions under which any rechargeable battery dies . ",,use!excessive|time!excessive|battery!dies,use!excessive|time!excessive|battery!dies|man!video
363,"use this for 18 months every day and see what happens , or look at a 2 year old electric razor and see if it holds the same charge as the first day you had it ) . ",,|razor!old|year!old|charge!same|day!charge,charge!same|razor!old|year!old|day!charge
364,i 'd like to see how well a small company supports its mp3-player in 2 years when its battery dies as all rechargeable do . ,,company!supports|mp3-player!supports|battery!dies,company!supports|company!supports|battery!dies|mp3-player!supports|mp3-player!company
365,"finally the software used to put all the songs into it is vastly inferior to itunes on two levels , first it is poorly integrated into the overall player and clunky to use especially with tagging and second the wma-audio-format sucks , flat out sucks in terms of sound quality compared with the vastly superior aac-format the apple-ipod uses and it sticks you with one of the sub par paid music services such as napster instead of allowing to use the itunes store , which , if you ever plan to pay for your music , is by far the best . ",software!-,software!inferior|player!overall|wma-audio-format!sucks|tagging!wma-audio-format|quality!sound|aac-format!tagging|par!sub,|software!inferior|tagging!second|player!overall|wma!second|format!tagging|wma!tagging|quality!sound|audio!second|audio!tagging|par!sub|aac!second|aac!tagging
366,* removable battery ,battery!+,|battery!removable,battery!removable
367,i have to rip everything as a 160 kbps wma-file ( as opposed to 128 kbps mp3 ) to avoid hearing digital garbling . ,,everything!rip|garbling!digital|mp3!wma-file|hearing!digital,everything!rip|hearing!digital|garbling!digital|mp3!wma-file
368,-- > too difficult to change genre / album / track-information for large number of tracks . ,change!-,|number!large|track-information!large,number!large|track-information!large
369,-- > you 'll be changing track-information a lot because the cd-database-information utilized by the software is mediocre at best . ,software!-,cd-database-information!mediocre,|cd-database-information!mediocre
370,final verdict : ,,,verdict!final
371,"despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box ! ",size!+,,ipod!surprised
372,"i am ripping my cd-collection into 160 kbps wma files ; this gives an average of around 60-65 mb per cd , good for about 900 cds in the ~ 57,000 mb of free memory available to me . ",cd rip!+,memory!free|mb!free,cd!good|average!good|memory!free|mb!free
373,"file transfers are fast , nearly a song per second via usb 2.0 . ",transfter!+,,song!fast|file!fast
374,several people have complained of difficulty transferring multiple songs with the same title . ,,|title!same,title!same
375,"since the zen-xtra does not use a folder-structure , the "" duplicate name "" problem stems from the actual file-name , not from the song 's title / artist / album . ",,|file-name!actual,file-name!actual|file-name!problem
376,"simply configure the mediasource-software ( or windows media player , or your ripper-du-jour ) to create file names that include artist and ( especially ) album names in addition to track names . ",,,artist!mediasource-software|file!artist|album!artist|addition!artist
377,"using this method , i have not once encountered a situation where a track was rejected , and i have plenty of duplicate tracks on live and compilation albums . ",,,track!rejected
378,"even if there happened to be identical track titles on the same disc , you could still edit the file-name manually and get them both onto the player . ",,|disc!same,disc!same
379,"to my ears , a 160 kbps wma-file sounds just as good as the source-cd , and the zen-xtra sounds just as good as a portable cd-player . ",sound!+,cd-player!portable|zen-xtra!good,cd-player!portable|zen-xtra!wma-file
380,"the eax features are pretty cool , as well , as creative has included a number of eq adjustments that , for example , compensate for the extraneous noise encountered in a car or on a train . ",eax!+,eax!cool|number!creative,number!creative|eax!cool
381,"navigation could be better , but there is n't really anything the zen-xtra can 't do once you 've gotten comfortable with it . ",navigation!-,navigation!better,zen-xtra!comfortable|navigation!better|anything!zen-xtra
